,Fecha,Hora,DOW,Coordenadas,Ciudad,Heridos,Cuenta heridos,Muertos,Cuenta muertos,Clase accidente,Barrio,Tipo vehiculo
0,2020-01-01,19,3,"3.52189,-76.30695",Palmira,0,,0,,Choque,OLIMPICO,AUTOMOVIL
1,2020-01-01,19,3,"3.52189,-76.30695",Palmira,0,,0,,Choque,OLIMPICO,AUTOMOVIL
2,2020-01-02,12,4,"3.5387,-76.30631",Palmira,0,,0,,Choque,INDUSTRIAL,CAMIONETA
3,2020-01-02,12,4,"3.5387,-76.30631",Palmira,0,,0,,Choque,INDUSTRIAL,AUTOMOVIL
4,2020-01-01,12,3,"3.55325,-76.29304",Palmira,1,,0,,Choque,ZAMORANO,MOTO
5,2020-01-01,12,3,"3.55325,-76.29304",Palmira,1,,0,,Choque,ZAMORANO,AUTOMOVIL
6,2020-01-01,12,3,"3.55325,-76.29304",Palmira,1,,0,,Choque,ZAMORANO,NO APLICA
7,2020-01-02,14,4,"3.54674,-76.38272",Palmira,0,,0,,Choque,AEROPUERTO,AUTOMOVIL
8,2020-01-02,14,4,"3.54674,-76.38272",Palmira,0,,0,,Choque,AEROPUERTO,AUTOMOVIL
9,2020-01-03,14,5,"3.52049,-76.30189",Palmira,0,,0,,Choque,RECREO,MOTO
10,2020-01-03,14,5,"3.52049,-76.30189",Palmira,0,,0,,Choque,RECREO,AUTOMOVIL
11,2020-01-03,9,5,"3.53456,-76.30268",Palmira,0,,0,,Choque,COLOMBIA,CAMION
12,2020-01-03,9,5,"3.53456,-76.30268",Palmira,0,,0,,Choque,COLOMBIA,CAMIONETA
13,2020-01-03,0,5,"3.52086,-76.29496",Palmira,1,,0,,Choque,SEMBRADOR,MOTO
14,2020-01-03,0,5,"3.52086,-76.29496",Palmira,1,,0,,Choque,SEMBRADOR,MOTO
15,2020-01-03,9,5,"3.53666,-76.29062",Palmira,0,,0,,Choque,SAN PEDRO,AUTOMOVIL
16,2020-01-03,9,5,"3.53666,-76.29062",Palmira,0,,0,,Choque,SAN PEDRO,MOTO
17,2020-01-03,12,5,"3.5276,-76.2741",Palmira,1,,0,,Choque,JARDIN,CAMION
18,2020-01-03,12,5,"3.5276,-76.2741",Palmira,1,,0,,Choque,JARDIN,MOTO
19,2020-01-03,12,5,"3.5276,-76.2741",Palmira,1,,0,,Choque,JARDIN,NO APLICA
20,2020-01-06,22,1,"3.51062,-76.30167",Palmira,1,,0,,Choque,SESQUI,MOTO
21,2020-01-06,22,1,"3.51062,-76.30167",Palmira,1,,0,,Choque,SESQUI,NO APLICA
22,2020-01-06,22,1,"3.51062,-76.30167",Palmira,1,,0,,Choque,SESQUI,MOTO
23,2020-01-07,0,2,"3.53878,-76.29711",Palmira,1,,0,,Volcamiento,SANTA BARBARA,MOTO
24,2020-01-04,7,6,"3.56461,-76.31021",Palmira,0,,0,,Choque,CORONADO ROZO,AUTOMOVIL
25,2020-01-04,7,6,"3.56461,-76.31021",Palmira,0,,0,,Choque,CORONADO ROZO,VOLQUETA
26,2020-01-04,8,6,"3.53856,-76.29026",Palmira,1,,0,,Choque,CAÑA MIEL,AUTOMOVIL
27,2020-01-04,8,6,"3.53856,-76.29026",Palmira,1,,0,,Choque,CAÑA MIEL,MOTO
28,2020-01-05,17,7,"3.54086,-76.29091",Palmira,0,,0,,Choque,CAÑA MIEL,AUTOMOVIL
29,2020-01-05,17,7,"3.54086,-76.29091",Palmira,0,,0,,Choque,CAÑA MIEL,MOTO
30,2020-01-06,16,1,"3.51421,-76.30574",Palmira,0,,0,,Choque,SESQUI,AUTOMOVIL
31,2020-01-06,16,1,"3.51421,-76.30574",Palmira,0,,0,,Choque,SESQUI,AUTOMOVIL
32,2020-01-06,16,1,"3.52947,-76.29263",Palmira,1,,0,,Choque,URIBE,AUTOMOVIL
33,2020-01-06,16,1,"3.52947,-76.29263",Palmira,1,,0,,Choque,URIBE,MOTO
34,2020-01-06,21,1,"3.5193,-76.2985",Palmira,1,,0,,Choque,RECREO,MOTO
35,2020-01-06,21,1,"3.5193,-76.2985",Palmira,1,,0,,Choque,RECREO,AUTOMOVIL
36,2020-01-03,17,5,"3.61874,-76.42553",Palmira,1,,0,,Choque,CENTRO POBLADO LA TORRE,MOTO
37,2020-01-03,17,5,"3.61874,-76.42553",Palmira,1,,0,,Choque,CENTRO POBLADO LA TORRE,MOTO
38,2020-01-04,5,6,"3.53887,-76.30879",Palmira,0,,0,,Choque,PRADO,CAMIONETA
39,2020-01-07,23,2,"3.53788,-76.30986",Palmira,0,,0,,Choque,FRAY LUIS,MICROBUS
40,2020-01-07,23,2,"3.53788,-76.30986",Palmira,0,,0,,Choque,FRAY LUIS,AUTOMOVIL
41,2020-01-07,14,2,"3.52416,-76.30128",Palmira,1,,0,,Choque,NUEVO,AUTOMOVIL
42,2020-01-07,14,2,"3.52416,-76.30128",Palmira,1,,0,,Choque,NUEVO,MOTO
43,2020-01-07,14,2,"3.52416,-76.30128",Palmira,1,,0,,Choque,NUEVO,NO APLICA
44,2020-01-07,17,2,"3.53322,-76.31186",Palmira,0,,0,,Choque,PRADO,CAMIONETA
45,2020-01-07,17,2,"3.53138,-76.31138",Palmira,0,,0,,Choque,PRADO,CAMIONETA
46,2020-01-07,17,2,"3.53138,-76.31138",Palmira,0,,0,,Choque,PRADO,MOTO
47,2020-01-04,20,6,"3.53636,-76.28622",Palmira,1,,0,,Atropello,PRIMER  MAYO,MOTO
48,2020-01-04,20,6,"3.53636,-76.28622",Palmira,1,,0,,Atropello,PRIMER  MAYO,NO APLICA
49,2020-01-08,15,3,"3.53295,-76.28871",Palmira,1,,0,,Choque,SAN PEDRO,MOTO
50,2020-01-08,15,3,"3.53295,-76.28871",Palmira,1,,0,,Choque,SAN PEDRO,MOTO
51,2020-01-08,17,3,"3.53817,-76.29731",Palmira,0,,0,,Choque,VERSALLE S,BUSETA
52,2020-01-08,17,3,"3.53817,-76.29731",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
53,2020-01-03,20,5,"3.5427,-76.30741",Palmira,0,,0,,Choque,SANTA TERESITA,AUTOMOVIL
54,2020-01-03,20,5,"3.5427,-76.30741",Palmira,0,,0,,Choque,SANTA TERESITA,CAMIONETA
55,2020-01-07,11,2,"3.52783,-76.29033",Palmira,1,,0,,Choque,PATIO BONITO,AUTOMOVIL
56,2020-01-07,11,2,"3.52783,-76.29033",Palmira,1,,0,,Choque,PATIO BONITO,MOTO
57,2020-01-07,11,2,"3.52783,-76.29033",Palmira,1,,0,,Choque,PATIO BONITO,MOTO
58,2020-01-08,6,3,"3.54636,-76.29594",Palmira,1,,0,,Choque,MIRRIÑAO,MOTO
59,2020-01-08,6,3,"3.54636,-76.29594",Palmira,1,,0,,Choque,MIRRIÑAO,AUTOMOVIL
60,2020-01-08,6,3,"3.54636,-76.29594",Palmira,1,,0,,Choque,MIRRIÑAO,NO APLICA
61,2020-01-08,11,3,"3.53807,-76.29792",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
62,2020-01-08,11,3,"3.53807,-76.29792",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
63,2020-01-09,14,4,"3.53817,-76.2973",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
64,2020-01-09,14,4,"3.53817,-76.2973",Palmira,0,,0,,Choque,VERSALLE S,CAMPERO
65,2020-01-09,5,4,"3.5379,-76.31912",Palmira,1,,0,,Atropello,FRAY LUIS,CAMPERO
66,2020-01-09,5,4,"3.5379,-76.31912",Palmira,1,,0,,Atropello,FRAY LUIS,NO APLICA
67,2020-01-09,7,4,"3.52561,-76.29569",Palmira,1,,0,,Choque,TRINIDAD,AUTOMOVIL
68,2020-01-09,7,4,"3.52561,-76.29569",Palmira,1,,0,,Choque,TRINIDAD,MOTO
69,2020-01-09,7,4,"3.52561,-76.29569",Palmira,1,,0,,Choque,TRINIDAD,NO APLICA
70,2020-01-09,10,4,"3.52612,-76.2996",Palmira,0,,0,,Choque,CENTRO,CAMIONETA
71,2020-01-09,10,4,"3.52612,-76.2996",Palmira,0,,0,,Choque,CENTRO,MICROBUS
72,2020-01-10,15,5,"3.55013,-76.31147",Palmira,0,,0,,Choque,HAROL LEDER,AUTOMOVIL
73,2020-01-10,15,5,"3.55013,-76.31147",Palmira,0,,0,,Choque,HAROL LEDER,AUTOMOVIL
74,2020-01-10,17,5,"3.51369,-76.29592",Palmira,1,,0,,Choque,AMERICAS,MOTO
75,2020-01-10,17,5,"3.51369,-76.29592",Palmira,1,,0,,Choque,AMERICAS,MOTO
76,2020-01-10,18,5,"3.53304,-76.29965",Palmira,1,,0,,Choque,COLOMBIA,MOTO
77,2020-01-10,18,5,"3.53304,-76.29965",Palmira,1,,0,,Choque,COLOMBIA,CAMIONETA
78,2020-01-10,18,5,"3.53304,-76.29965",Palmira,1,,0,,Choque,COLOMBIA,NO APLICA
79,2020-01-10,20,5,"3.52936,-76.30226",Palmira,1,,0,,Choque,CENTRO,MOTO
80,2020-01-10,20,5,"3.52936,-76.30226",Palmira,1,,0,,Choque,CENTRO,MOTO
81,2020-01-10,20,5,"3.52936,-76.30226",Palmira,1,,0,,Choque,CENTRO,NO APLICA
82,2020-01-10,20,5,"3.52936,-76.30226",Palmira,1,,0,,Choque,CENTRO,NO APLICA
83,2020-01-10,20,5,"3.52936,-76.30226",Palmira,1,,0,,Choque,CENTRO,NO APLICA
84,2020-01-11,15,6,"3.5314,-76.29403",Palmira,1,,0,,Choque,URIBE,MOTO
85,2020-01-11,15,6,"3.5314,-76.29403",Palmira,1,,0,,Choque,URIBE,MOTO
86,2020-01-11,15,6,"3.5314,-76.29403",Palmira,1,,0,,Choque,URIBE,NO APLICA
87,2020-01-11,19,6,"3.52024,-76.29991",Palmira,1,,0,,Choque,RECREO,MOTO
88,2020-01-11,19,6,"3.52024,-76.29991",Palmira,1,,0,,Choque,RECREO,MOTO
89,2020-01-11,9,6,"3.53187,-76.28972",Palmira,1,,0,,Choque,SAN PEDRO,AUTOMOVIL
90,2020-01-11,9,6,"3.53187,-76.28972",Palmira,1,,0,,Choque,SAN PEDRO,MOTO
91,2020-01-12,17,7,"3.5193,-76.2985",Palmira,0,,0,,Choque,RECREO,AUTOMOVIL
92,2020-01-12,17,7,"3.5193,-76.2985",Palmira,0,,0,,Choque,RECREO,MOTO
93,2020-01-10,7,5,"3.53057,-76.29416",Palmira,1,,0,,Choque,URIBE,MOTO
94,2020-01-10,7,5,"3.53057,-76.29416",Palmira,1,,0,,Choque,URIBE,MOTO
95,2020-01-10,7,5,"3.53057,-76.29416",Palmira,1,,0,,Choque,URIBE,NO APLICA
96,2020-01-12,2,7,"3.53874,-76.30642",Palmira,1,,0,,Atropello,INDUSTRIAL,CAMIONETA
97,2020-01-12,2,7,"3.53874,-76.30642",Palmira,1,,0,,Atropello,INDUSTRIAL,NO APLICA
98,2020-01-12,7,7,"3.53816,-76.29732",Palmira,1,,0,,Choque,VERSALLE S,AUTOMOVIL
99,2020-01-12,7,7,"3.53816,-76.29732",Palmira,1,,0,,Choque,VERSALLE S,MOTO
100,2020-01-12,7,7,"3.53816,-76.29732",Palmira,1,,0,,Choque,VERSALLE S,MOTO
101,2020-01-13,6,1,"3.52846,-76.30229",Palmira,1,,0,,Choque,CENTRO,MOTO
102,2020-01-13,6,1,"3.52846,-76.30229",Palmira,1,,0,,Choque,CENTRO,CAMIONETA
103,2020-01-13,14,1,"3.54043,-76.29953",Palmira,0,,0,,Choque,ESTONIA,AUTOMOVIL
104,2020-01-13,14,1,"3.54043,-76.29953",Palmira,0,,0,,Choque,ESTONIA,BUS
105,2020-01-13,5,1,"3.53802,-76.29747",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
106,2020-01-13,5,1,"3.53802,-76.29747",Palmira,0,,0,,Choque,VERSALLE S,BUS
107,2020-01-13,20,1,"3.55962,-76.21247",Palmira,0,,0,,Choque,VIA PALMIRA -POTRERILLO,CAMIONETA
108,2020-01-14,12,2,"3.5422,-76.29657",Palmira,0,,0,,Choque,SAMANES,CAMPERO
109,2020-01-14,12,2,"3.5422,-76.29657",Palmira,0,,0,,Choque,SAMANES,MOTO
110,2020-01-13,21,1,"3.53792,-76.29785",Palmira,0,,0,,Choque,VERSALLE S,BUS
111,2020-01-13,21,1,"3.53792,-76.29785",Palmira,0,,0,,Choque,VERSALLE S,CAMIONETA
112,2020-01-14,17,2,"3.52981,-76.31153",Palmira,0,,0,,Choque,SANTA BARBARA,AUTOMOVIL
113,2020-01-14,17,2,"3.52981,-76.31153",Palmira,0,,0,,Choque,SANTA BARBARA,MICROBUS
114,2020-01-14,19,2,"3.53235,-76.30074",Palmira,1,,0,,Choque,COLOMBIA,MOTO
115,2020-01-14,19,2,"3.53235,-76.30074",Palmira,1,,0,,Choque,COLOMBIA,CAMPERO
116,2020-01-15,9,3,"3.54904,-76.3101",Palmira,1,,0,,Choque,CORONADO,MOTO
117,2020-01-15,9,3,"3.54904,-76.3101",Palmira,1,,0,,Choque,CORONADO,MOTO
118,2020-01-16,7,4,"3.52014,-76.29907",Palmira,0,,0,,Choque,RECREO,AUTOMOVIL
119,2020-01-16,7,4,"3.52014,-76.29907",Palmira,0,,0,,Choque,RECREO,MOTO
120,2020-01-15,15,3,"3.55187,-76.29377",Palmira,1,,0,,Choque,ZAMORANO,MOTO
121,2020-01-15,15,3,"3.55187,-76.29377",Palmira,1,,0,,Choque,ZAMORANO,CAMPERO
122,2020-01-15,15,3,"3.55187,-76.29377",Palmira,1,,0,,Choque,ZAMORANO,MOTO
123,2020-01-15,16,3,"3.55223,-76.29357",Palmira,1,,0,,Choque,ZAMORANO,MOTO
124,2020-01-15,16,3,"3.55223,-76.29357",Palmira,1,,0,,Choque,ZAMORANO,MOTO
125,2020-01-15,15,3,"3.53843,-76.30177",Palmira,0,,0,,Choque,ESTONIA,CAMION
126,2020-01-15,15,3,"3.53843,-76.30177",Palmira,0,,0,,Choque,ESTONIA,AUTOMOVIL
127,2020-01-15,19,3,"3.52937,-76.30852",Palmira,1,,0,,Choque,SANTA BARBARA,MOTO
128,2020-01-15,19,3,"3.52937,-76.30852",Palmira,1,,0,,Choque,SANTA BARBARA,AUTOMOVIL
129,2020-01-15,13,3,"3.49986,-76.31882",Palmira,1,,0,,Choque,VIA PALMIRA -CANDELARIA,MOTO
130,2020-01-15,13,3,"3.49986,-76.31882",Palmira,1,,0,,Choque,VIA PALMIRA -CANDELARIA,MOTO
131,2020-01-15,13,3,"3.49986,-76.31882",Palmira,1,,0,,Choque,VIA PALMIRA -CANDELARIA,NO APLICA
132,2020-01-16,16,4,"3.52829,-76.29872",Palmira,1,,0,,Choque,CENTRO,MOTO
133,2020-01-16,16,4,"3.52829,-76.29872",Palmira,1,,0,,Choque,CENTRO,AUTOMOVIL
134,2020-01-16,17,4,"3.54226,-76.31144",Palmira,1,,0,,Atropello,SANTA TERESITA,MOTO
135,2020-01-16,17,4,"3.54226,-76.31144",Palmira,1,,0,,Atropello,SANTA TERESITA,NO APLICA
136,2020-01-16,22,4,"3.53802,-76.29786",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
137,2020-01-16,22,4,"3.53802,-76.29786",Palmira,0,,0,,Choque,VERSALLE S,MICROBUS
138,2020-01-18,8,6,"3.53505,-76.2993",Palmira,0,,0,,Choque,COLOMBIA,MOTO
139,2020-01-18,8,6,"3.53505,-76.2993",Palmira,0,,0,,Choque,COLOMBIA,CAMION
140,2020-01-18,8,6,"3.53426,-76.29945",Palmira,0,,0,,Choque,COLOMBIA,AUTOMOVIL
141,2020-01-18,8,6,"3.53426,-76.29945",Palmira,0,,0,,Choque,COLOMBIA,MOTO
142,2020-01-19,6,7,"3.52443,-76.2993",Palmira,1,,0,,Choque,NUEVO,MOTO
143,2020-01-19,6,7,"3.52443,-76.2993",Palmira,1,,0,,Choque,NUEVO,MOTO
144,2020-01-19,6,7,"3.52443,-76.2993",Palmira,1,,0,,Choque,NUEVO,NO APLICA
145,2020-01-18,21,6,"3.55195,-76.29375",Palmira,1,,0,,Choque,ZAMORANO,MOTO
146,2020-01-18,21,6,"3.55195,-76.29375",Palmira,1,,0,,Choque,ZAMORANO,MOTO
147,2020-01-18,21,6,"3.55195,-76.29375",Palmira,1,,0,,Choque,ZAMORANO,NO APLICA
148,2020-01-18,21,6,"3.55195,-76.29375",Palmira,1,,0,,Choque,ZAMORANO,NO APLICA
149,2020-01-17,13,5,"3.52417,-76.27835",Palmira,1,,0,,Atropello,MUINICIPAL,MOTO
150,2020-01-17,13,5,"3.52417,-76.27835",Palmira,1,,0,,Atropello,MUINICIPAL,NO APLICA
151,2020-01-18,22,6,"3.52474,-76.28553",Palmira,1,,0,,Choque,LIBERTADORES,MOTO
152,2020-01-18,22,6,"3.52474,-76.28553",Palmira,1,,0,,Choque,LIBERTADORES,MOTO
153,2020-01-19,2,7,"3.52847,-76.27733",Palmira,1,,0,,Atropello,JARDIN,MOTO
154,2020-01-19,2,7,"3.52847,-76.27733",Palmira,1,,0,,Atropello,JARDIN,NO APLICA
155,2020-01-19,23,7,"3.55811,-76.29934",Palmira,1,,0,,Choque,ZAMORANO,MOTO
156,2020-01-20,11,1,"3.52834,-76.2996",Palmira,0,,0,,Choque,CENTRO,AUTOMOVIL
157,2020-01-20,11,1,"3.52834,-76.2996",Palmira,0,,0,,Choque,CENTRO,MOTO
158,2020-01-17,23,5,"3.53885,-76.29868",Palmira,0,,0,,Choque,ESTONIA,CAMIONETA
159,2020-01-17,23,5,"3.53885,-76.29868",Palmira,0,,0,,Choque,ESTONIA,AUTOMOVIL
160,2020-01-17,22,5,"3.53685,-76.29739",Palmira,0,,0,,Choque,VERSALLE S,BUS
161,2020-01-17,22,5,"3.53685,-76.29739",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
162,2020-01-17,23,5,"3.54599,-76.29602",Palmira,1,,0,,Choque,MIRRIÑAO,AUTOMOVIL
163,2020-01-17,23,5,"3.54599,-76.29602",Palmira,1,,0,,Choque,MIRRIÑAO,BICICLETA
164,2020-01-17,23,5,"3.54599,-76.29602",Palmira,1,,0,,Choque,MIRRIÑAO,NO APLICA
165,2020-01-20,18,1,"3.52456,-76.28664",Palmira,0,,0,,Choque,COLOMBINA,MOTO
166,2020-01-20,18,1,"3.52456,-76.28664",Palmira,0,,0,,Choque,COLOMBINA,CAMION
167,2020-01-18,21,6,"3.61518,-76.39229",Palmira,1,,0,,Choque,CENTRO POBLADO ROZO,MOTO
168,2020-01-18,21,6,"3.61518,-76.39229",Palmira,1,,0,,Choque,CENTRO POBLADO ROZO,MOTO
169,2020-01-18,21,6,"3.61518,-76.39229",Palmira,1,,0,,Choque,CENTRO POBLADO ROZO,NO APLICA
170,2020-01-21,6,2,"3.5385,-76.30224",Palmira,1,,0,,Choque,INDUSTRIAL,AUTOMOVIL
171,2020-01-21,6,2,"3.5385,-76.30224",Palmira,1,,0,,Choque,INDUSTRIAL,BICICLETA
172,2020-01-21,15,2,"3.5382,-76.29729",Palmira,0,,0,,Choque,VERSALLE S,CAMIONETA
173,2020-01-21,15,2,"3.5382,-76.29729",Palmira,0,,0,,Choque,VERSALLE S,CAMIONETA
174,2020-01-21,5,2,"3.51333,-76.3061",Palmira,1,,0,,Choque,SESQUI,MOTO
175,2020-01-21,5,2,"3.51333,-76.3061",Palmira,1,,0,,Choque,SESQUI,AUTOMOVIL
176,2020-01-21,8,2,"3.5257,-76.29653",Palmira,1,,0,,Choque,CENTRO,MOTO
177,2020-01-21,8,2,"3.5257,-76.29653",Palmira,1,,0,,Choque,CENTRO,AUTOMOVIL
178,2020-01-21,20,2,"3.53797,-76.29832",Palmira,0,,0,,Choque,VERSALLE S,CAMION
179,2020-01-21,20,2,"3.53797,-76.29832",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
180,2020-01-22,17,3,"3.54222,-76.29686",Palmira,0,,0,,Choque,SAMANES,CAMIONETA
181,2020-01-22,17,3,"3.54222,-76.29686",Palmira,0,,0,,Choque,SAMANES,AUTOMOVIL
182,2020-01-21,12,2,"3.5422,-76.29538",Palmira,0,,0,,Choque,ALTAMIRA,AUTOMOVIL
183,2020-01-21,12,2,"3.5422,-76.29538",Palmira,0,,0,,Choque,ALTAMIRA,CAMION
184,2020-01-21,15,2,"3.52314,-76.29428",Palmira,0,,0,,Choque,EL TREBOL,AUTOMOVIL
185,2020-01-21,15,2,"3.52314,-76.29428",Palmira,0,,0,,Choque,EL TREBOL,BUSETA
186,2020-01-22,14,3,"3.53408,-76.30569",Palmira,0,,0,,Choque,EMILIA,AUTOMOVIL
187,2020-01-22,14,3,"3.53408,-76.30569",Palmira,0,,0,,Choque,EMILIA,CAMION
188,2020-01-22,18,3,"3.53859,-76.30383",Palmira,0,,0,,Choque,INDUSTRIAL,AUTOMOVIL
189,2020-01-22,18,3,"3.53859,-76.30383",Palmira,0,,0,,Choque,INDUSTRIAL,MOTO
190,2020-01-22,18,3,"3.52664,-76.31637",Palmira,1,,0,,Choque,SANTA BARBARA,MOTO
191,2020-01-22,18,3,"3.52664,-76.31637",Palmira,1,,0,,Choque,SANTA BARBARA,MOTO
192,2020-01-22,18,3,"3.52664,-76.31637",Palmira,1,,0,,Choque,SANTA BARBARA,NO APLICA
193,2020-01-21,19,2,"3.53888,-76.29708",Palmira,0,,0,,Choque,VERSALLE S,TRACTO CAMION
194,2020-01-21,19,2,"3.53888,-76.29708",Palmira,0,,0,,Choque,VERSALLE S,AUTOMOVIL
195,2020-01-22,15,3,"3.52045,-76.27754",Palmira,1,,0,,Choque,PARAISO,MOTO
196,2020-01-22,15,3,"3.52045,-76.27754",Palmira,1,,0,,Choque,PARAISO,MOTO
197,2020-01-22,17,3,"3.54935,-76.29138",Palmira,0,,0,,Choque,LA MERCEDES,AUTOMOVIL
198,2020-01-22,17,3,"3.54935,-76.29138",Palmira,0,,0,,Choque,LA MERCEDES,AUTOMOVIL
199,2020-01-23,12,4,"3.54682,-76.30139",Palmira,0,,0,,Choque,MIRRIÑAO,CAMPERO
200,2020-01-23,12,4,"3.54682,-76.30139",Palmira,0,,0,,Choque,MIRRIÑAO,CAMIONETA
201,2020-01-26,23,7,"3.51878,-76.30221",Palmira,1,,0,,Choque,RECREO,AUTOMOVIL
202,2020-01-26,23,7,"3.51878,-76.30221",Palmira,1,,0,,Choque,RECREO,MOTO
203,2020-01-26,23,7,"3.51878,-76.30221",Palmira,1,,0,,Choque,RECREO,NO APLICA
204,2020-01-26,19,7,"3.53175,-76.27733",Palmira,0,,0,,Choque,LOS SAUSES,AUTOMOVIL
205,2020-01-26,19,7,"3.53175,-76.27733",Palmira,0,,0,,Choque,LOS SAUSES,MOTO
206,2020-01-27,8,1,"3.53376,-76.30737",Palmira,1,,0,,Choque,EMILIA,CAMIONETA
207,2020-01-27,8,1,"3.53376,-76.30737",Palmira,1,,0,,Choque,EMILIA,MOTO
208,2020-01-24,14,5,"3.52476,-76.30155",Palmira,0,,0,,Choque,BRRIO NUEVO,MOTO
209,2020-01-24,14,5,"3.52476,-76.30155",Palmira,0,,0,,Choque,BRRIO NUEVO,AUTOMOVIL
210,2020-01-24,17,5,"3.53395,-76.28834",Palmira,1,,0,,Choque,SAN PEDRO,MOTO
211,2020-01-24,19,5,"3.53362,-76.30361",Palmira,1,,0,,Choque,COLOMBIA,CAMIONETA
212,2020-01-24,19,5,"3.53362,-76.30361",Palmira,1,,0,,Choque,COLOMBIA,MOTO
213,2020-01-25,10,6,"3.5217,-76.291",Palmira,0,,0,,Choque,SEMBRADOR,AUTOMOVIL
214,2020-01-27,9,1,"3.52156,-76.29716",Palmira,0,,0,,Choque,RECREO,AUTOMOVIL
215,2020-01-27,9,1,"3.52156,-76.29716",Palmira,0,,0,,Choque,RECREO,CAMIONETA
216,2020-01-25,21,6,"3.53042,-76.30772",Palmira,0,,0,,Choque,SANTA BARBARA,AUTOMOVIL
217,2020-01-25,21,6,"3.53042,-76.30772",Palmira,0,,0,,Choque,SANTA BARBARA,MOTO
218,2020-01-25,14,6,"3.52102,-76.30272",Palmira,1,,0,,Choque,NUEVO,MOTO
219,2020-01-25,14,6,"3.52102,-76.30272",Palmira,1,,0,,Choque,NUEVO,CAMIONETA
220,2020-01-25,14,6,"3.52102,-76.30272",Palmira,1,,0,,Choque,NUEVO,BUSETA
221,2020-01-28,6,2,"3.53153,-76.29495",Palmira,0,,0,,Choque,OBRERO,CAMION
222,2020-01-28,6,2,"3.53153,-76.29495",Palmira,0,,0,,Choque,OBRERO,CAMIONETA
223,2020-01-24,17,5,"3.52801,-76.27741",Palmira,1,,0,,Choque,MARIACANO,MOTO
224,2020-01-24,17,5,"3.52801,-76.27741",Palmira,1,,0,,Choque,MARIACANO,MOTO
225,2020-01-24,17,5,"3.52801,-76.27741",Palmira,1,,0,,Choque,MARIACANO,NO APLICA
226,2020-01-24,17,5,"3.52801,-76.27741",Palmira,1,,0,,Choque,MARIACANO,BUS
227,2020-01-24,20,5,"3.51991,-76.277",Palmira,1,,0,,Choque,PARAISO,AUTOMOVIL
228,2020-01-24,20,5,"3.51991,-76.277",Palmira,1,,0,,Choque,PARAISO,MOTO
229,2020-01-25,11,6,"3.45622,-76.47528",Palmira,0,,0,,Choque,CENTRO POBLADO PEREIRA,CAMION
230,2020-01-27,12,1,"3.5315,-76.2732",Palmira,1,,0,,Choque,BUENOS AIRES,AUTOMOVIL
231,2020-01-27,12,1,"3.5315,-76.2732",Palmira,1,,0,,Choque,BUENOS AIRES,MOTO
232,2020-01-27,12,1,"3.5315,-76.2732",Palmira,1,,0,,Choque,BUENOS AIRES,NO APLICA
233,2020-01-27,12,1,"3.5315,-76.2732",Palmira,1,,0,,Choque,BUENOS AIRES,NO APLICA
234,2020-01-27,15,1,"3.53003,-76.31395",Palmira,0,,0,,Choque,SANTA BARBARA,AUTOMOVIL
235,2020-01-27,15,1,"3.53003,-76.31395",Palmira,0,,0,,Choque,SANTA BARBARA,MOTO
236,2020-01-27,17,1,"3.53078,-76.3013",Palmira,0,,0,,Choque,COLOMBIA,CAMIONETA
237,2020-01-27,17,1,"3.53078,-76.3013",Palmira,0,,0,,Choque,COLOMBIA,MOTO
238,2020-01-27,18,1,"3.52386,-76.29507",Palmira,1,,0,,Choque,TREBOL,MOTO
239,2020-01-27,18,1,"3.52386,-76.29507",Palmira,1,,0,,Choque,TREBOL,AUTOMOVIL
240,2020-01-27,18,1,"3.52386,-76.29507",Palmira,1,,0,,Choque,TREBOL,NO APLICA
241,2020-01-28,15,2,"3.53807,-76.29883",Palmira,0,,0,,Choque,VERSALLE S,MOTO
242,2020-01-28,15,2,"3.53807,-76.29883",Palmira,0,,0,,Choque,VERSALLE S,MOTO
243,2020-01-28,14,2,"3.52843,-76.28212",Palmira,1,,0,,Choque,UNBANIZACION EL BOSQUE,MOTO
244,2020-01-28,14,2,"3.52843,-76.28212",Palmira,1,,0,,Choque,UNBANIZACION EL BOSQUE,MOTO
245,2020-01-28,19,2,"3.52845,-76.30204",Palmira,0,,0,,Choque,CENTRO,AUTOMOVIL
246,2020-01-28,19,2,"3.52845,-76.30204",Palmira,0,,0,,Choque,CENTRO,MOTO
247,2020-01-30,9,4,"3.53896,-76.3065",Palmira,0,,0,,Choque,INDUSTRIAL,AUTOMOVIL
248,2020-01-30,9,4,"3.53896,-76.3065",Palmira,0,,0,,Choque,INDUSTRIAL,MOTO
249,2020-01-29,18,3,"3.53801,-76.2978",Palmira,1,,0,,Choque,VERSALLE S,AUTOMOVIL
250,2020-01-29,18,3,"3.53801,-76.2978",Palmira,1,,0,,Choque,VERSALLE S,MOTO
251,2020-01-25,12,6,"3.52065,-76.29589",Palmira,0,,0,,Choque,RECREO,AUTOMOVIL
