,LAT,LON,Cuenta
444,3.5297,-76.29425,2
310,3.52642,-76.29047,2
445,3.52971,-76.29427,2
447,3.52978,-76.31143,2
449,3.52981,-76.31153,2
491,3.53078,-76.2957,2
494,3.53088,-76.30897,2
419,3.52925,-76.30132,2
554,3.53212,-76.27732,2
541,3.53183,-76.29716,2
542,3.53187,-76.29148,2
543,3.53187,-76.28972,2
544,3.53188,-76.29149,2
545,3.53189,-76.30293,2
547,3.53202,-76.28211,2
549,3.53203,-76.29232,2
550,3.53203,-76.29231,2
551,3.53203,-76.28208,2
552,3.53204,-76.29232,2
555,3.53213,-76.31136,2
539,3.53182,-76.29717,2
562,3.53235,-76.30074,2
563,3.53235,-76.30073,2
565,3.53242,-76.29481,2
567,3.53249,-76.3017,2
568,3.53254,-76.29631,2
569,3.53254,-76.2963,2
571,3.5326,-76.29703,2
573,3.53262,-76.29704,2
575,3.53264,-76.29707,2
577,3.53269,-76.29711,2
540,3.53182,-76.29715,2
537,3.53177,-76.29047,2
495,3.53088,-76.30408,2
511,3.5312,-76.29245,2
496,3.5309,-76.30203,2
497,3.5309,-76.29658,2
498,3.531,-76.29331,2
502,3.53107,-76.30323,2
503,3.53109,-76.29158,2
504,3.53109,-76.27966,2
505,3.5311,-76.29159,2
506,3.5311,-76.27731,2
509,3.53112,-76.27854,2
510,3.5312,-76.30407,2
512,3.53121,-76.29244,2
536,3.53175,-76.27733,2
513,3.53123,-76.30415,2
516,3.53133,-76.29329,2
518,3.53138,-76.31138,2
520,3.5314,-76.294,2
521,3.53141,-76.294,2
524,3.53149,-76.27416,2
1,3.45234,-76.47446,2
532,3.53163,-76.27608,2
533,3.53169,-76.27513,2
534,3.53172,-76.29073,2
420,3.52925,-76.30131,2
1054,3.61874,-76.42553,2
418,3.52924,-76.30133,2
320,3.5266,-76.30262,2
353,3.52768,-76.29545,2
354,3.52777,-76.29026,2
325,3.52671,-76.3034,2
356,3.52782,-76.27741,2
324,3.52664,-76.28867,2
360,3.52794,-76.29193,2
322,3.52661,-76.30263,2
362,3.52796,-76.29194,2
365,3.52809,-76.30004,2
375,3.52829,-76.29449,2
366,3.5281,-76.29987,2
368,3.52813,-76.32621,2
319,3.52658,-76.30256,2
369,3.52813,-76.28119,2
334,3.52697,-76.3044,2
370,3.52814,-76.30052,2
371,3.52823,-76.28312,2
372,3.52828,-76.29449,2
352,3.52761,-76.2962,2
349,3.52754,-76.28042,2
414,3.52915,-76.30077,2
348,3.52749,-76.29491,2
332,3.52689,-76.29896,2
331,3.52688,-76.29073,2
335,3.52708,-76.29207,2
337,3.5272,-76.2929,2
