,Fecha,DOW,Clase accidente,Cuenta heridos,Cuenta muertos,Hora,Coordenadas,Muertos,Heridos,Ciudad
0,2015-01-01,4,Choque,1,0,14,,0,1,Barranquilla
1,2015-01-01,4,Choque,0,0,14,"(11.0307828, -74.8662845)",0,0,Barranquilla
2,2015-01-01,4,Choque,0,0,14,"(10.9879891, -74.8136793)",0,0,Barranquilla
3,2015-01-01,4,Choque,2,0,15,"(10.9749693, -74.77481077519273)",0,1,Barranquilla
4,2015-01-01,4,Choque,0,0,4,"(10.9622031, -74.8071811)",0,0,Barranquilla
5,2015-01-01,4,Choque,2,0,16,"(11.0298723, -74.8659803)",0,1,Barranquilla
6,2015-01-01,4,Atropello,1,0,16,"(11.0081263, -74.8221112)",0,1,Barranquilla
7,2015-01-01,4,Choque,0,0,6,"(10.933987, -74.8264693)",0,0,Barranquilla
8,2015-01-01,4,Choque,0,0,19,"(11.0197057, -74.8234606)",0,0,Barranquilla
9,2015-01-01,4,Choque,0,0,21,"(10.9947102, -74.7846087)",0,0,Barranquilla
10,2015-01-02,5,Choque,0,0,13,"(10.9690361, -74.8059663)",0,0,Barranquilla
11,2015-01-02,5,Choque,0,0,15,,0,0,Barranquilla
12,2015-01-02,5,Choque,0,0,16,,0,0,Barranquilla
13,2015-01-02,5,Choque,0,0,16,"(10.9231047, -74.8067893)",0,0,Barranquilla
14,2015-01-02,5,Atropello,0,1,4,"(10.9707394, -74.7755914)",1,0,Barranquilla
15,2015-01-02,5,Choque,0,0,16,"(11.0026219, -74.8091219)",0,0,Barranquilla
16,2015-01-02,5,Choque,0,0,17,"(10.999276649999999, -74.80281534602189)",0,0,Barranquilla
17,2015-01-02,5,Choque,0,0,17,"(10.9988372, -74.81316730921199)",0,0,Barranquilla
18,2015-01-02,5,Choque,0,0,18,"(11.0254147, -74.8011125)",0,0,Barranquilla
19,2015-01-02,5,Choque,0,0,7,"(10.9816374, -74.780858)",0,0,Barranquilla
20,2015-01-02,5,Choque,0,0,8,"(10.9421932, -74.7937608)",0,0,Barranquilla
21,2015-01-02,5,Choque,0,0,9,"(10.9690361, -74.8059663)",0,0,Barranquilla
22,2015-01-02,5,Choque,0,0,21,,0,0,Barranquilla
23,2015-01-03,6,Choque,0,0,13,"(10.9931254, -74.803449)",0,0,Barranquilla
24,2015-01-03,6,Choque,0,0,14,,0,0,Barranquilla
25,2015-01-03,6,Choque,0,0,15,"(10.9920957, -74.7938657)",0,0,Barranquilla
26,2015-01-03,6,Choque,0,0,15,"(10.9714652, -74.7977495)",0,0,Barranquilla
27,2015-01-03,6,Choque,0,0,17,"(10.9840002, -74.7830133)",0,0,Barranquilla
28,2015-01-03,6,Choque,0,0,8,,0,0,Barranquilla
29,2015-01-03,6,Choque,0,0,20,"(10.9346917, -74.8277958)",0,0,Barranquilla
30,2015-01-03,6,Choque,0,0,9,,0,0,Barranquilla
31,2015-01-03,6,Choque,0,0,22,"(10.9785239, -74.817413)",0,0,Barranquilla
32,2015-01-03,6,Choque,0,0,23,,0,0,Barranquilla
33,2015-01-03,6,Choque,0,0,12,"(10.9785239, -74.817413)",0,0,Barranquilla
34,2015-01-04,7,Choque,0,0,1,"(11.0013001, -74.81713039033045)",0,0,Barranquilla
35,2015-01-04,7,Choque,1,0,2,"(10.9714652, -74.7977495)",0,1,Barranquilla
36,2015-01-04,7,Choque,0,0,15,"(10.960294399999999, -74.8001156)",0,0,Barranquilla
37,2015-01-04,7,Choque,0,0,3,"(10.9585506, -74.8514972)",0,0,Barranquilla
38,2015-01-04,7,Choque,0,0,15,"(10.9612084, -74.7835016)",0,0,Barranquilla
39,2015-01-04,7,Choque,0,0,19,"(11.0232253, -74.8690067)",0,0,Barranquilla
40,2015-01-04,7,Choque,0,0,11,,0,0,Barranquilla
41,2015-01-05,1,Choque,0,0,14,"(10.9868173, -74.7900113)",0,0,Barranquilla
42,2015-01-05,1,Choque,0,0,14,"(11.0197057, -74.8234606)",0,0,Barranquilla
43,2015-01-05,1,Choque,0,0,16,"(10.9815598, -74.8281696)",0,0,Barranquilla
44,2015-01-05,1,Choque,1,0,16,,0,1,Barranquilla
45,2015-01-05,1,Choque,0,0,18,,0,0,Barranquilla
46,2015-01-05,1,Choque,0,0,7,"(10.9454055, -74.7951853)",0,0,Barranquilla
47,2015-01-05,1,Choque,0,0,7,"(10.9302154, -74.821693)",0,0,Barranquilla
48,2015-01-05,1,Choque,0,0,8,"(10.9472538, -74.7715173)",0,0,Barranquilla
49,2015-01-05,1,Choque,0,0,8,"(10.9833017, -74.8032032)",0,0,Barranquilla
50,2015-01-05,1,Choque,0,0,10,"(11.0128547, -74.816201)",0,0,Barranquilla
51,2015-01-05,1,Choque,0,0,10,"(10.9999194, -74.8239662)",0,0,Barranquilla
52,2015-01-05,1,Choque,0,0,12,"(10.9931254, -74.803449)",0,0,Barranquilla
53,2015-01-05,1,Choque,1,0,12,"(11.0002603, -74.8061183)",0,1,Barranquilla
54,2015-01-05,1,Choque,0,0,12,"(10.9730594, -74.8398939)",0,0,Barranquilla
55,2015-01-06,2,Choque,0,0,13,,0,0,Barranquilla
56,2015-01-06,2,Choque,0,0,15,,0,0,Barranquilla
57,2015-01-06,2,Choque,0,0,15,,0,0,Barranquilla
58,2015-01-06,2,Choque,0,0,15,,0,0,Barranquilla
59,2015-01-06,2,Choque,0,0,16,"(10.9810232, -74.7762661)",0,0,Barranquilla
60,2015-01-06,2,Choque,0,0,18,"(10.9946862, -74.7871693)",0,0,Barranquilla
61,2015-01-06,2,Choque,1,0,18,"(10.9616729, -74.8390736)",0,1,Barranquilla
62,2015-01-06,2,Choque,0,0,7,,0,0,Barranquilla
63,2015-01-06,2,Choque,0,0,8,"(10.9810773, -74.7878567)",0,0,Barranquilla
64,2015-01-06,2,Choque,0,0,9,"(10.9931254, -74.803449)",0,0,Barranquilla
65,2015-01-06,2,Choque,0,0,10,"(10.9509148, -74.8342695)",0,0,Barranquilla
66,2015-01-06,2,Otro,0,0,12,,0,0,Barranquilla
67,2015-01-07,3,Choque,0,0,13,"(10.9365583, -74.7924868)",0,0,Barranquilla
68,2015-01-07,3,Choque,1,0,13,"(10.9750663, -74.8326701)",0,1,Barranquilla
69,2015-01-07,3,Choque,0,0,15,"(11.0081263, -74.8221112)",0,0,Barranquilla
70,2015-01-07,3,Choque,0,0,17,"(10.9455049, -74.8180866)",0,0,Barranquilla
71,2015-01-07,3,Choque,2,0,6,"(10.988364, -74.7768675)",0,1,Barranquilla
72,2015-01-07,3,Choque,0,0,18,"(10.9833017, -74.8032032)",0,0,Barranquilla
73,2015-01-07,3,Choque,0,0,18,"(11.0026219, -74.8091219)",0,0,Barranquilla
74,2015-01-07,3,Choque,0,0,6,,0,0,Barranquilla
75,2015-01-07,3,Choque,0,0,7,,0,0,Barranquilla
76,2015-01-07,3,Choque,0,0,8,,0,0,Barranquilla
77,2015-01-07,3,Choque,0,0,9,"(10.9507864, -74.8535901)",0,0,Barranquilla
78,2015-01-07,3,Choque,0,0,9,,0,0,Barranquilla
79,2015-01-07,3,Choque,0,0,10,"(10.9947102, -74.7846087)",0,0,Barranquilla
80,2015-01-07,3,Volcamiento,2,0,11,"(10.988364, -74.7768675)",0,1,Barranquilla
81,2015-01-07,3,Choque,2,0,11,"(11.0298723, -74.8659803)",0,1,Barranquilla
82,2015-01-07,3,Choque,0,0,12,"(10.9810232, -74.7762661)",0,0,Barranquilla
83,2015-01-08,4,Choque,0,0,13,,0,0,Barranquilla
84,2015-01-08,4,Choque,0,0,14,"(10.9538088, -74.8565691)",0,0,Barranquilla
85,2015-01-08,4,Choque,0,0,15,,0,0,Barranquilla
86,2015-01-08,4,Choque,0,0,15,"(11.0110839, -74.8210251)",0,0,Barranquilla
87,2015-01-08,4,Choque,1,0,17,"(10.9840002, -74.7830133)",0,1,Barranquilla
88,2015-01-08,4,Choque,0,0,6,"(10.962816, -74.7972107)",0,0,Barranquilla
89,2015-01-08,4,Choque,0,0,6,"(11.0064674, -74.8168216)",0,0,Barranquilla
90,2015-01-08,4,Choque,0,0,6,,0,0,Barranquilla
91,2015-01-08,4,Choque,0,0,19,,0,0,Barranquilla
92,2015-01-08,4,Choque,0,0,19,"(10.9900865, -74.8079776)",0,0,Barranquilla
93,2015-01-08,4,Choque,1,0,21,"(10.9620701, -74.7938535)",0,1,Barranquilla
94,2015-01-08,4,Choque,0,0,23,"(10.9749693, -74.77481077519273)",0,0,Barranquilla
95,2015-01-08,4,Choque,1,0,11,,0,1,Barranquilla
96,2015-01-08,4,Choque,0,0,11,"(10.9973539, -74.7954824)",0,0,Barranquilla
97,2015-01-09,5,Choque,0,0,15,"(11.0184066, -74.8358416)",0,0,Barranquilla
98,2015-01-09,5,Choque,0,0,16,"(11.0184066, -74.8358416)",0,0,Barranquilla
99,2015-01-09,5,Choque,0,0,17,,0,0,Barranquilla
100,2015-01-09,5,Choque,0,0,18,"(10.9988372, -74.81316730921199)",0,0,Barranquilla
101,2015-01-09,5,Choque,0,0,18,,0,0,Barranquilla
102,2015-01-09,5,Choque,0,0,18,"(10.9703184, -74.7746056)",0,0,Barranquilla
103,2015-01-09,5,Choque,0,0,7,"(10.9612084, -74.7835016)",0,0,Barranquilla
104,2015-01-09,5,Choque,0,0,8,"(10.9534642, -74.8566055)",0,0,Barranquilla
105,2015-01-09,5,Choque,0,0,9,"(11.0013001, -74.81713039033045)",0,0,Barranquilla
106,2015-01-09,5,Choque,0,0,10,"(10.9703184, -74.7746056)",0,0,Barranquilla
107,2015-01-09,5,Choque,0,0,11,,0,0,Barranquilla
108,2015-01-09,5,Choque,0,0,11,,0,0,Barranquilla
109,2015-01-10,6,Choque,2,0,13,"(10.9495336, -74.8338647)",0,1,Barranquilla
110,2015-01-10,6,Choque,0,0,13,"(10.944936, -74.7898583)",0,0,Barranquilla
111,2015-01-10,6,Choque,0,0,14,"(11.0068948, -74.8015955)",0,0,Barranquilla
112,2015-01-10,6,Choque,0,0,15,,0,0,Barranquilla
113,2015-01-10,6,Atropello,2,0,4,"(10.9580776, -74.8368204)",0,1,Barranquilla
114,2015-01-10,6,Choque,0,0,16,,0,0,Barranquilla
115,2015-01-10,6,Choque,0,0,16,"(10.9653961, -74.8060745)",0,0,Barranquilla
116,2015-01-10,6,Choque,2,0,5,"(10.9361904, -74.8029881)",0,1,Barranquilla
117,2015-01-10,6,Choque,0,0,8,"(10.9810232, -74.7762661)",0,0,Barranquilla
118,2015-01-10,6,Atropello,1,0,8,"(10.9593416, -74.8023335)",0,1,Barranquilla
119,2015-01-10,6,Choque,0,0,9,,0,0,Barranquilla
120,2015-01-10,6,Choque,0,0,10,"(10.9833017, -74.8032032)",0,0,Barranquilla
121,2015-01-10,6,Choque,0,0,12,"(10.9289306, -74.8294914)",0,0,Barranquilla
122,2015-01-10,6,Choque,0,0,12,"(10.9764281, -74.8308465)",0,0,Barranquilla
123,2015-01-10,6,Choque,0,0,12,,0,0,Barranquilla
124,2015-01-11,7,Choque,0,0,14,"(10.9971939, -74.8399603)",0,0,Barranquilla
125,2015-01-11,7,Choque,0,0,14,"(10.9507864, -74.8535901)",0,0,Barranquilla
126,2015-01-11,7,Choque,0,0,14,"(11.0170335, -74.8274322)",0,0,Barranquilla
127,2015-01-11,7,Choque,0,0,16,,0,0,Barranquilla
128,2015-01-11,7,Choque,0,0,7,"(10.9497481, -74.7998106)",0,0,Barranquilla
129,2015-01-11,7,Choque,0,0,9,"(10.988364, -74.7768675)",0,0,Barranquilla
130,2015-01-11,7,Choque,0,0,22,,0,0,Barranquilla
131,2015-01-11,7,Choque,2,0,22,"(10.9833017, -74.8032032)",0,1,Barranquilla
132,2015-01-11,7,Choque,0,0,11,"(10.9289306, -74.8294914)",0,0,Barranquilla
133,2015-01-11,7,Choque,0,0,12,,0,0,Barranquilla
134,2015-01-12,1,Choque,1,0,14,,0,1,Barranquilla
135,2015-01-12,1,Choque,4,0,15,"(10.9947102, -74.7846087)",0,1,Barranquilla
136,2015-01-12,1,Choque,0,0,4,"(10.9748552, -74.8000943)",0,0,Barranquilla
137,2015-01-12,1,Choque,0,0,16,,0,0,Barranquilla
138,2015-01-12,1,Choque,0,0,17,"(10.9848524, -74.7984711)",0,0,Barranquilla
139,2015-01-12,1,Choque,0,0,17,,0,0,Barranquilla
140,2015-01-12,1,Choque,0,0,20,"(10.9945128, -74.7830816)",0,0,Barranquilla
141,2015-01-12,1,Choque,0,0,20,"(10.9464075, -74.7927739)",0,0,Barranquilla
142,2015-01-12,1,Choque,0,0,23,"(10.9231047, -74.8067893)",0,0,Barranquilla
143,2015-01-12,1,Choque,0,0,12,"(10.9241568, -74.8274329)",0,0,Barranquilla
144,2015-01-13,2,Choque,0,0,14,,0,0,Barranquilla
145,2015-01-13,2,Choque,0,0,5,,0,0,Barranquilla
146,2015-01-13,2,Choque,0,0,7,,0,0,Barranquilla
147,2015-01-13,2,Choque,0,0,7,,0,0,Barranquilla
148,2015-01-13,2,Choque,0,0,19,"(10.9810232, -74.7762661)",0,0,Barranquilla
149,2015-01-13,2,Choque,0,0,7,"(10.9231047, -74.8067893)",0,0,Barranquilla
150,2015-01-13,2,Choque,0,0,19,"(10.9749693, -74.77481077519273)",0,0,Barranquilla
151,2015-01-13,2,Caida Ocupante,1,0,7,"(10.9652355, -74.8343903)",0,1,Barranquilla
152,2015-01-13,2,Choque,0,0,8,,0,0,Barranquilla
153,2015-01-13,2,Choque,0,0,9,,0,0,Barranquilla
154,2015-01-13,2,Caida Ocupante,1,0,10,"(10.9455049, -74.8180866)",0,1,Barranquilla
155,2015-01-13,2,Atropello,1,0,11,"(11.0013001, -74.81713039033045)",0,1,Barranquilla
156,2015-01-14,3,Choque,0,0,16,"(10.9749693, -74.77481077519273)",0,0,Barranquilla
157,2015-01-14,3,Choque,0,0,17,"(10.9843874, -74.7690596)",0,0,Barranquilla
158,2015-01-14,3,Choque,0,0,6,"(11.0002603, -74.8061183)",0,0,Barranquilla
159,2015-01-14,3,Choque,0,0,19,,0,0,Barranquilla
160,2015-01-14,3,Choque,0,0,7,"(11.006591, -74.8190752)",0,0,Barranquilla
161,2015-01-14,3,Choque,2,0,19,"(10.9988372, -74.81316730921199)",0,1,Barranquilla
162,2015-01-14,3,Choque,0,0,10,"(10.9827205, -74.8183407)",0,0,Barranquilla
163,2015-01-15,4,Choque,0,0,13,,0,0,Barranquilla
164,2015-01-15,4,Choque,0,0,13,,0,0,Barranquilla
165,2015-01-15,4,Choque,0,0,13,"(10.979092900000001, -74.82668000196733)",0,0,Barranquilla
166,2015-01-15,4,Atropello,2,0,14,"(10.9365583, -74.7924868)",0,1,Barranquilla
167,2015-01-15,4,Choque,0,0,15,,0,0,Barranquilla
168,2015-01-15,4,Choque,0,0,15,"(10.9920957, -74.7938657)",0,0,Barranquilla
169,2015-01-15,4,Choque,0,0,16,"(11.0084989, -74.8307976)",0,0,Barranquilla
170,2015-01-15,4,Choque,0,0,16,"(10.9523576, -74.8523479)",0,0,Barranquilla
171,2015-01-15,4,Choque,2,0,16,"(10.9810232, -74.7762661)",0,1,Barranquilla
172,2015-01-15,4,Choque,0,0,16,,0,0,Barranquilla
173,2015-01-15,4,Choque,0,0,16,"(10.9833017, -74.8032032)",0,0,Barranquilla
174,2015-01-15,4,Choque,0,0,17,"(11.0002603, -74.8061183)",0,0,Barranquilla
175,2015-01-15,4,Choque,0,0,5,"(10.9302154, -74.821693)",0,0,Barranquilla
176,2015-01-15,4,Choque,0,0,18,"(11.0064674, -74.8168216)",0,0,Barranquilla
177,2015-01-15,4,Choque,0,0,7,"(10.9973539, -74.7954824)",0,0,Barranquilla
178,2015-01-15,4,Choque,0,0,8,"(10.9653961, -74.8060745)",0,0,Barranquilla
179,2015-01-15,4,Otro,0,0,11,"(10.9785239, -74.817413)",0,0,Barranquilla
180,2015-01-15,4,Choque,0,0,12,,0,0,Barranquilla
181,2015-01-16,5,Choque,0,0,13,"(10.9495336, -74.8338647)",0,0,Barranquilla
182,2015-01-16,5,Choque,0,0,14,"(11.0051225, -74.8116102)",0,0,Barranquilla
183,2015-01-16,5,Choque,0,0,16,"(11.0002603, -74.8061183)",0,0,Barranquilla
184,2015-01-16,5,Choque,0,0,16,"(10.9930651, -74.7878892)",0,0,Barranquilla
185,2015-01-16,5,Choque,0,0,18,"(11.006591, -74.8190752)",0,0,Barranquilla
186,2015-01-16,5,Choque,0,0,6,"(10.9837188, -74.7686039)",0,0,Barranquilla
187,2015-01-16,5,Choque,0,0,19,,0,0,Barranquilla
188,2015-01-16,5,Choque,0,0,7,"(10.9572524, -74.8938093)",0,0,Barranquilla
189,2015-01-16,5,Choque,0,0,7,,0,0,Barranquilla
190,2015-01-16,5,Choque,0,0,7,"(10.9947102, -74.7846087)",0,0,Barranquilla
191,2015-01-16,5,Choque,0,0,8,"(10.9690361, -74.8059663)",0,0,Barranquilla
192,2015-01-16,5,Choque,0,0,8,,0,0,Barranquilla
193,2015-01-16,5,Choque,0,0,8,"(11.0320547, -74.8095839)",0,0,Barranquilla
194,2015-01-16,5,Choque,0,0,21,"(11.0002603, -74.8061183)",0,0,Barranquilla
195,2015-01-16,5,Choque,2,0,10,,0,1,Barranquilla
196,2015-01-16,5,Choque,0,0,11,"(11.0002603, -74.8061183)",0,0,Barranquilla
197,2015-01-16,5,Atropello,2,0,11,"(10.9231047, -74.8067893)",0,1,Barranquilla
198,2015-01-16,5,Choque,0,0,12,"(10.9653961, -74.8060745)",0,0,Barranquilla
199,2015-01-17,6,Choque,0,0,13,"(10.9931254, -74.803449)",0,0,Barranquilla
200,2015-01-17,6,Choque,0,0,1,"(10.9785239, -74.817413)",0,0,Barranquilla
201,2015-01-17,6,Choque,0,0,13,,0,0,Barranquilla
202,2015-01-17,6,Choque,0,0,13,"(10.9707394, -74.7755914)",0,0,Barranquilla
203,2015-01-17,6,Choque,0,0,14,"(10.988364, -74.7768675)",0,0,Barranquilla
204,2015-01-17,6,Choque,0,0,14,"(11.0045026, -74.8325632)",0,0,Barranquilla
205,2015-01-17,6,Choque,0,0,14,"(11.035087, -74.8291386)",0,0,Barranquilla
206,2015-01-17,6,Choque,0,0,14,"(10.9562317, -74.7693979)",0,0,Barranquilla
207,2015-01-17,6,Choque,0,0,14,,0,0,Barranquilla
208,2015-01-17,6,Choque,0,0,15,,0,0,Barranquilla
209,2015-01-17,6,Choque,3,0,16,"(10.9580776, -74.8368204)",0,1,Barranquilla
210,2015-01-17,6,Choque,0,0,18,,0,0,Barranquilla
211,2015-01-17,6,Choque,0,0,19,"(11.0002603, -74.8061183)",0,0,Barranquilla
212,2015-01-17,6,Choque,0,0,9,"(10.9620701, -74.7938535)",0,0,Barranquilla
213,2015-01-17,6,Choque,0,0,9,,0,0,Barranquilla
214,2015-01-17,6,Choque,0,0,10,,0,0,Barranquilla
215,2015-01-17,6,Choque,0,0,12,,0,0,Barranquilla
216,2015-01-17,6,Choque,0,0,12,"(10.9241568, -74.8274329)",0,0,Barranquilla
217,2015-01-18,7,Choque,0,0,14,"(10.9302154, -74.821693)",0,0,Barranquilla
218,2015-01-18,7,Choque,0,0,15,,0,0,Barranquilla
219,2015-01-18,7,Choque,0,0,17,"(10.9231047, -74.8067893)",0,0,Barranquilla
220,2015-01-18,7,Choque,0,0,17,,0,0,Barranquilla
221,2015-01-18,7,Atropello,2,0,18,"(10.9707394, -74.7755914)",0,1,Barranquilla
222,2015-01-18,7,Choque,1,0,12,"(10.9865251, -74.8008065)",0,1,Barranquilla
223,2015-01-18,7,Choque,0,0,12,"(10.9988372, -74.81316730921199)",0,0,Barranquilla
224,2015-01-19,1,Choque,0,0,13,"(10.9810232, -74.7762661)",0,0,Barranquilla
225,2015-01-19,1,Choque,0,0,13,"(11.0058959, -74.817376)",0,0,Barranquilla
226,2015-01-19,1,Choque,0,0,13,,0,0,Barranquilla
227,2015-01-19,1,Choque,0,0,14,,0,0,Barranquilla
228,2015-01-19,1,Choque,0,0,15,"(10.9750663, -74.8326701)",0,0,Barranquilla
229,2015-01-19,1,Choque,0,0,16,"(10.9810232, -74.7762661)",0,0,Barranquilla
230,2015-01-19,1,Choque,0,0,6,,0,0,Barranquilla
231,2015-01-19,1,Choque,0,0,6,"(10.9807382, -74.8312555)",0,0,Barranquilla
232,2015-01-19,1,Choque,0,0,8,,0,0,Barranquilla
233,2015-01-19,1,Choque,0,0,8,"(10.932777, -74.8296565)",0,0,Barranquilla
234,2015-01-19,1,Choque,0,0,10,"(11.0064674, -74.8168216)",0,0,Barranquilla
235,2015-01-19,1,Choque,0,0,0,"(10.9590292, -74.8268013)",0,0,Barranquilla
236,2015-01-19,1,Choque,0,0,12,,0,0,Barranquilla
237,2015-01-20,2,Choque,0,0,13,"(11.0254147, -74.8011125)",0,0,Barranquilla
238,2015-01-20,2,Choque,0,0,14,"(10.9810232, -74.7762661)",0,0,Barranquilla
239,2015-01-20,2,Choque,0,0,14,"(11.0051225, -74.8116102)",0,0,Barranquilla
240,2015-01-20,2,Choque,0,0,14,"(11.0064674, -74.8168216)",0,0,Barranquilla
241,2015-01-20,2,Choque,0,0,16,"(10.9827205, -74.8183407)",0,0,Barranquilla
242,2015-01-20,2,Choque,0,0,17,"(11.0298723, -74.8659803)",0,0,Barranquilla
243,2015-01-20,2,Choque,0,0,17,,0,0,Barranquilla
244,2015-01-20,2,Choque,2,0,6,"(10.968557, -74.8144708)",0,1,Barranquilla
245,2015-01-20,2,Choque,0,0,18,"(10.9868173, -74.7900113)",0,0,Barranquilla
246,2015-01-20,2,Choque,0,0,8,"(10.9497481, -74.7998106)",0,0,Barranquilla
247,2015-01-20,2,Choque,2,0,20,"(11.0197057, -74.8234606)",0,1,Barranquilla
248,2015-01-20,2,Choque,1,0,21,,0,1,Barranquilla
249,2015-01-20,2,Choque,0,0,21,"(10.9510947, -74.8018628)",0,0,Barranquilla
250,2015-01-20,2,Choque,0,0,9,,0,0,Barranquilla
251,2015-01-20,2,Choque,0,0,10,,0,0,Barranquilla
252,2015-01-20,2,Choque,0,0,10,,0,0,Barranquilla
253,2015-01-21,3,Choque,0,0,15,"(10.9676435, -74.7891559)",0,0,Barranquilla
254,2015-01-21,3,Choque,0,0,15,"(11.0184066, -74.8358416)",0,0,Barranquilla
255,2015-01-21,3,Choque,0,0,15,"(10.9999194, -74.8239662)",0,0,Barranquilla
256,2015-01-21,3,Choque,0,0,16,"(10.9773582, -74.8129842)",0,0,Barranquilla
257,2015-01-21,3,Choque,0,0,7,"(11.0298723, -74.8659803)",0,0,Barranquilla
258,2015-01-21,3,Choque,0,0,19,"(10.9749693, -74.77481077519273)",0,0,Barranquilla
259,2015-01-21,3,Choque,0,0,19,"(11.0026219, -74.8091219)",0,0,Barranquilla
260,2015-01-21,3,Choque,0,0,7,"(10.95786, -74.8603164)",0,0,Barranquilla
261,2015-01-21,3,Choque,0,0,8,"(10.9833017, -74.8032032)",0,0,Barranquilla
262,2015-01-21,3,Atropello,0,1,20,"(10.9810232, -74.7762661)",1,0,Barranquilla
263,2015-01-21,3,Choque,0,0,8,,0,0,Barranquilla
264,2015-01-21,3,Choque,0,0,8,"(10.9304756, -74.8025288)",0,0,Barranquilla
265,2015-01-21,3,Choque,0,0,9,,0,0,Barranquilla
266,2015-01-21,3,Atropello,1,0,9,"(10.9843874, -74.7690596)",0,1,Barranquilla
267,2015-01-21,3,Choque,0,0,10,"(10.9868173, -74.7900113)",0,0,Barranquilla
268,2015-01-21,3,Choque,0,0,11,"(10.9843815, -74.7766767)",0,0,Barranquilla
269,2015-01-21,3,Choque,0,0,11,"(10.9755934, -74.8350339)",0,0,Barranquilla
270,2015-01-21,3,Choque,0,0,12,"(10.9622031, -74.8071811)",0,0,Barranquilla
271,2015-01-22,4,Choque,0,0,13,"(11.0182838, -74.8170668)",0,0,Barranquilla
272,2015-01-22,4,Choque,0,0,13,,0,0,Barranquilla
273,2015-01-22,4,Choque,0,0,16,"(11.0002603, -74.8061183)",0,0,Barranquilla
274,2015-01-22,4,Choque,0,0,16,"(10.9848524, -74.7984711)",0,0,Barranquilla
275,2015-01-22,4,Atropello,2,0,5,"(11.0232253, -74.8690067)",0,1,Barranquilla
276,2015-01-22,4,Choque,0,0,7,,0,0,Barranquilla
277,2015-01-22,4,Choque,0,0,8,"(11.0002603, -74.8061183)",0,0,Barranquilla
278,2015-01-22,4,Choque,0,0,20,"(11.0002603, -74.8061183)",0,0,Barranquilla
279,2015-01-22,4,Choque,0,0,8,"(10.9495336, -74.8338647)",0,0,Barranquilla
280,2015-01-22,4,Choque,0,0,20,,0,0,Barranquilla
281,2015-01-22,4,Choque,0,0,8,,0,0,Barranquilla
282,2015-01-22,4,Choque,0,0,20,,0,0,Barranquilla
283,2015-01-22,4,Choque,0,0,20,"(10.9785239, -74.817413)",0,0,Barranquilla
284,2015-01-22,4,Choque,0,0,21,,0,0,Barranquilla
285,2015-01-22,4,Choque,0,0,22,"(10.9714652, -74.7977495)",0,0,Barranquilla
286,2015-01-22,4,Choque,0,0,11,"(10.9810232, -74.7762661)",0,0,Barranquilla
287,2015-01-22,4,Choque,0,0,0,,0,0,Barranquilla
288,2015-01-23,5,Choque,0,0,16,"(11.0002603, -74.8061183)",0,0,Barranquilla
289,2015-01-23,5,Choque,0,0,16,"(10.9965879, -74.7913155)",0,0,Barranquilla
290,2015-01-23,5,Choque,0,0,17,"(11.0051225, -74.8116102)",0,0,Barranquilla
291,2015-01-23,5,Choque,0,0,18,,0,0,Barranquilla
292,2015-01-23,5,Choque,0,0,18,"(10.9495336, -74.8338647)",0,0,Barranquilla
293,2015-01-23,5,Choque,0,0,20,"(10.9346917, -74.8277958)",0,0,Barranquilla
294,2015-01-23,5,Choque,0,0,20,"(11.0026219, -74.8091219)",0,0,Barranquilla
295,2015-01-23,5,Choque,0,0,9,"(11.0254147, -74.8011125)",0,0,Barranquilla
296,2015-01-23,5,Choque,0,0,9,,0,0,Barranquilla
297,2015-01-23,5,Choque,0,0,21,"(10.9231047, -74.8067893)",0,0,Barranquilla
298,2015-01-23,5,Choque,0,0,10,,0,0,Barranquilla
299,2015-01-23,5,Choque,0,0,11,"(10.9988372, -74.81316730921199)",0,0,Barranquilla
300,2015-01-24,6,Choque,0,0,14,"(10.9999194, -74.8239662)",0,0,Barranquilla
301,2015-01-24,6,Choque,0,0,15,,0,0,Barranquilla
302,2015-01-24,6,Choque,0,0,17,"(11.0197057, -74.8234606)",0,0,Barranquilla
303,2015-01-24,6,Choque,0,0,17,"(10.9507864, -74.8535901)",0,0,Barranquilla
304,2015-01-24,6,Choque,0,0,18,"(10.9843874, -74.7690596)",0,0,Barranquilla
305,2015-01-24,6,Choque,0,0,18,"(10.9840002, -74.7830133)",0,0,Barranquilla
306,2015-01-24,6,Choque,0,0,18,"(10.9895769, -74.778251)",0,0,Barranquilla
307,2015-01-24,6,Choque,0,0,8,,0,0,Barranquilla
308,2015-01-24,6,Choque,0,0,10,,0,0,Barranquilla
309,2015-01-24,6,Choque,0,0,10,"(11.0051225, -74.8116102)",0,0,Barranquilla
310,2015-01-24,6,Choque,0,0,23,"(11.0064674, -74.8168216)",0,0,Barranquilla
311,2015-01-24,6,Choque,0,0,11,"(11.0064674, -74.8168216)",0,0,Barranquilla
312,2015-01-24,6,Choque,0,0,11,,0,0,Barranquilla
313,2015-01-24,6,Choque,0,0,12,"(11.006591, -74.8190752)",0,0,Barranquilla
314,2015-01-24,6,Choque,0,0,12,"(10.9840002, -74.7830133)",0,0,Barranquilla
315,2015-01-25,7,Choque,0,0,1,"(10.9840002, -74.7830133)",0,0,Barranquilla
316,2015-01-25,7,Choque,5,0,4,"(10.9748552, -74.8000943)",0,1,Barranquilla
317,2015-01-25,7,Choque,0,0,17,"(10.9289306, -74.8294914)",0,0,Barranquilla
