,LAT,LON,Cuenta
967,6.19247855608,-75.5798968196,121
11573,6.24887334076,-75.5859405418,120
13336,6.25406584883,-75.5630566499,120
9887,6.24384627433,-75.5684593368,119
22805,6.28972693993,-75.5835674262,119
17851,6.27236713766,-75.591159582,119
16307,6.26447785879,-75.5675880455,119
12791,6.25208031597,-75.6016962668,118
262,6.17610549407,-75.6448250523,118
24418,6.2963482448,-75.5656870717,118
3698,6.21882030722,-75.586188887,118
18226,6.27372560849,-75.5843194726,117
9802,6.24359960534,-75.567685471,117
17331,6.26948645812,-75.5663706753,117
3342,6.21468382407,-75.5698748709,116
1108,6.19531182627,-75.5815573295,116
9730,6.24329625391,-75.6027409266,115
3821,6.22003391849,-75.5693952188,115
16937,6.26745368631,-75.5766308157,115
17360,6.26960200244,-75.5762929434,114
25658,6.30320605393,-75.559560119,114
4477,6.22414716203,-75.5750970949,114
16717,6.26626765852,-75.5960928993,114
18703,6.27546730687,-75.5960692039,114
7831,6.237035474,-75.5679462314,114
22895,6.29002930049,-75.6116299264,114
9817,6.24367035792,-75.5646589401,113
12082,6.25005796995,-75.5814918954,113
15373,6.26080057971,-75.5973088242,113
5786,6.23041382273,-75.5731342475,113
5113,6.22761689023,-75.5775893072,112
5574,6.22946871707,-75.582737741,112
19964,6.27988999177,-75.5786708188,112
3683,6.21872905487,-75.5990666928,112
3721,6.21907939547,-75.5695979371,112
16269,6.26427554932,-75.5664428954,111
3248,6.21400307216,-75.5794777709,111
13686,6.25532378033,-75.5795335662,110
10390,6.24546144932,-75.5691371673,110
13126,6.25329120259,-75.6093274902,110
10071,6.24445791028,-75.5893976899,110
23938,6.2943037086,-75.5677959927,110
20122,6.28052253727,-75.6161263061,110
5517,6.22929077133,-75.5872461848,110
20195,6.28082096978,-75.5719462258,109
21316,6.28452767358,-75.5652488068,109
22457,6.28839564252,-75.5695896951,109
12409,6.25089424734,-75.5673220924,109
24337,6.29598214061,-75.5658456654,109
23637,6.2931261507,-75.569336769,109
13871,6.2560070141,-75.5664428723,108
2928,6.21182896708,-75.5789033525,107
4662,6.22531721642,-75.5766681849,107
8492,6.23927700453,-75.5783638902,107
6022,6.23127250149,-75.5688543251,107
3909,6.22060102297,-75.5661092582,107
3693,6.21879589432,-75.5769176174,106
9469,6.24240133227,-75.5767528354,106
2333,6.20758134606,-75.5766752277,106
1833,6.20304918211,-75.5874907464,106
12842,6.25222389743,-75.6076579069,106
8466,6.23919607833,-75.5703240315,106
1929,6.20402287763,-75.5796542603,106
12089,6.25007216556,-75.5969285089,106
25313,6.30105321307,-75.5674798874,106
12771,6.25201002506,-75.5631316068,106
4592,6.22481029678,-75.5691618187,106
14321,6.25715372837,-75.5981069616,105
9794,6.24356947325,-75.5676322695,105
15774,6.26230557322,-75.5638823044,105
19218,6.27715446014,-75.5895646467,105
26151,6.30605794252,-75.5642026411,104
9151,6.24136014502,-75.5788496683,104
13883,6.25603743145,-75.5823524463,104
6099,6.23147797889,-75.5915025989,103
71,6.1729408972,-75.6444028096,103
3513,6.21667886647,-75.5698750745,103
4573,6.22471249781,-75.5786618661,103
13578,6.25494391979,-75.5781796184,103
2710,6.21043327747,-75.5698851168,103
12349,6.25068667876,-75.6045696308,102
8477,6.23922612473,-75.5875625807,102
14465,6.25764188127,-75.5844577034,102
13052,6.25300932417,-75.5749918635,102
8350,6.2387860571,-75.6002561334,101
2834,6.21118981466,-75.6030006299,101
13888,6.25604745596,-75.5810614001,100
5943,6.23102491562,-75.5745304256,100
14119,6.25664401731,-75.5697940689,100
13301,6.25399685635,-75.5884591269,100
16224,6.26412722962,-75.5654798383,99
11669,6.24906394802,-75.5874967312,99
12069,6.25003290249,-75.5991900828,99
26831,6.31143210446,-75.5587692898,98
13101,6.2531921087,-75.5823325646,98
1622,6.20110112438,-75.5800618502,97
12030,6.24996631944,-75.5561495119,97
16028,6.26333319337,-75.5964589493,97
8994,6.24069888334,-75.5753640012,97
16287,6.26439690081,-75.567606877,97
25378,6.30149105072,-75.5663860778,97
7941,6.23734042008,-75.5762174106,96
3675,6.21860692951,-75.5756241084,96
18515,6.27488829713,-75.5953312711,96
3333,6.21466206481,-75.5813197209,96
7527,6.23602062128,-75.576891696,96
1419,6.19916216241,-75.5735325689,95
924,6.19136033905,-75.63758226,95
2739,6.21060700047,-75.5703722943,95
13296,6.25398284205,-75.5768780361,94
15961,6.263075267,-75.5959694852,94
19217,6.2771522959,-75.5895628337,94
16824,6.26679689715,-75.5959761789,94
16202,6.26404411907,-75.564759432,94
14274,6.25703058182,-75.6003009318,94
4906,6.22657923656,-75.5834931629,94
2296,6.20734570864,-75.5857361838,94
9520,6.24252262373,-75.5792651695,93
21013,6.2834307746,-75.5832037595,93
6182,6.23170157314,-75.577409765,92
9718,6.24326816172,-75.5667134447,92
3843,6.22015653443,-75.5754830651,92
8397,6.23895214881,-75.6030550903,91
20694,6.28237832329,-75.5715932818,91
18823,6.27583702179,-75.5965679483,91
8996,6.24070544075,-75.6002456864,90
6030,6.23130111408,-75.6022197309,90
4036,6.22157776378,-75.5798027741,90
9967,6.2441073151,-75.5692012654,90
3220,6.21377842276,-75.5786874832,89
18251,6.27380539537,-75.5647823909,89
22845,6.28984334534,-75.5434285138,89
17944,6.27268179092,-75.5800778896,89
13174,6.25345909072,-75.5758949607,88
20041,6.28022299434,-75.5791485861,88
8818,6.24012334156,-75.5512988756,88
11588,6.24892502958,-75.5635299512,87
15281,6.26038780481,-75.590278335,87
19424,6.27797150547,-75.6012371392,87
14482,6.25768214654,-75.5658683775,87
6255,6.23190762558,-75.5744051989,87
11833,6.24949066263,-75.5912841261,87
8078,6.2378271538,-75.5717471448,87
7787,6.23686482822,-75.5694715595,87
16949,6.26747600787,-75.5958291774,87
1692,6.20168220877,-75.5772469403,86
3420,6.21531309268,-75.5861433017,86
22958,6.29038540543,-75.5701073371,86
11767,6.24928048264,-75.5647398179,86
5633,6.22971929233,-75.5745428042,85
7511,6.23597147273,-75.5916465571,85
8608,6.23957013561,-75.5797984861,85
6225,6.23184798221,-75.6021954753,85
11741,6.24921859442,-75.562072681,85
23590,6.29298973141,-75.5618215986,85
9838,6.24371355132,-75.57674094,84
14852,6.25890522456,-75.5718138137,84
3286,6.21431406879,-75.5863239119,84
12329,6.25064085688,-75.6039753736,84
6154,6.23161036841,-75.5873230023,84
4277,6.22297126461,-75.5691663863,83
26780,6.31071146875,-75.5577187785,83
18937,6.27615598793,-75.5729956763,83
11930,6.24974103368,-75.5935200698,82
7148,6.2347338076,-75.5690644593,82
5539,6.22933699328,-75.6006318391,82
12061,6.25002467854,-75.5665094166,82
2106,6.20575780093,-75.5714579217,82
20592,6.28209479978,-75.5856904085,82
7162,6.23479786522,-75.5873948982,82
8368,6.23884537937,-75.5983708085,82
13075,6.25306220427,-75.5694937518,81
2681,6.21032079728,-75.5877675328,81
13065,6.25304628583,-75.5750589071,81
7604,6.23624660989,-75.5732340579,81
7164,6.23480236122,-75.5751096866,81
2519,6.2089403134,-75.5709679185,81
2546,6.2091131649,-75.5849914056,81
11799,6.24935129515,-75.5573585495,81
15765,6.26227268433,-75.5877816264,81
11086,6.24758172653,-75.583495478,81
20695,6.28237872327,-75.5818944186,81
2982,6.21216585738,-75.5832971387,80
2271,6.20710599007,-75.5892186871,80
17703,6.27164675029,-75.5790096564,80
19228,6.27717511604,-75.5814828907,80
11807,6.24937107409,-75.5902460256,80
16361,6.26471812794,-75.5876628171,80
7539,6.23604945096,-75.5746684289,80
945,6.19186746239,-75.5672054442,80
15403,6.26089317376,-75.5913549681,79
16650,6.26597867052,-75.5869787061,79
7645,6.23641066637,-75.5757202904,79
18883,6.27601903174,-75.5703366892,79
9243,6.24169580745,-75.5709590159,79
10113,6.24461214324,-75.5665639452,79
18013,6.27292496093,-75.5923497685,79
1083,6.19507345612,-75.580854648,79
6248,6.23188787036,-75.5783976175,79
15020,6.25948264584,-75.5650750779,79
5573,6.22946658344,-75.5961294302,78
17071,6.26815405236,-75.5957070152,78
4876,6.22648507427,-75.5732791277,78
9827,6.24368788049,-75.5701248261,78
11434,6.24847799362,-75.5623870367,78
17552,6.2708056281,-75.5585471916,78
16369,6.26472630254,-75.5751308399,77
3218,6.21377513879,-75.578697952,77
12222,6.2503927274,-75.5727046392,77
4259,6.22288352682,-75.5752213332,77
12470,6.25105541345,-75.5783538069,77
14107,6.25660199046,-75.5809182676,77
5665,6.22982318282,-75.5687574624,77
13855,6.25591991287,-75.5642900962,77
3339,6.21467497629,-75.557617905,76
3223,6.2137956012,-75.5822804307,76
11394,6.24835603336,-75.5797413258,76
13401,6.25432078421,-75.5634659592,76
12644,6.25159736416,-75.6069466048,76
901,6.19067190958,-75.5801507635,76
19324,6.27745218859,-75.5986257521,76
440,6.1820515649,-75.6570964406,76
17171,6.26873283759,-75.5932124023,75
10421,6.24554104891,-75.5693742489,75
10876,6.24697032583,-75.5752192229,75
10086,6.24451788309,-75.5578402756,75
17743,6.27179475696,-75.5583833077,75
18160,6.27352700388,-75.5800728125,75
24984,6.29945161558,-75.5595315756,75
8354,6.23879736634,-75.5487567,75
13426,6.25441521434,-75.5670218462,74
8140,6.23812410402,-75.5724483362,74
2581,6.20934020682,-75.6013828842,74
2632,6.20986091925,-75.5706434348,74
18193,6.27362423841,-75.5821622603,74
12806,6.25210316359,-75.560463807,74
16111,6.2636534115,-75.5605812068,74
4224,6.22270085672,-75.5919181712,74
4667,6.22533894533,-75.5770381496,74
11147,6.24774364565,-75.5643917542,74
14168,6.25679544258,-75.5659987527,74
1524,6.20022627101,-75.5801585514,74
4978,6.22683258464,-75.6016091233,74
3907,6.22059669976,-75.5661036455,74
10431,6.24557538955,-75.5756454277,74
13956,6.25621648145,-75.5983056986,74
25311,6.3010329418,-75.5588548676,74
6249,6.23188867938,-75.5743603407,74
997,6.19324057354,-75.5817220895,74
4774,6.22573956161,-75.5913582482,74
7618,6.23628997999,-75.568648088,74
64,6.17283058709,-75.6450578377,73
2717,6.21046032395,-75.5699428223,73
825,6.18759048758,-75.5782041566,73
6069,6.23140797089,-75.5962328401,73
12991,6.25277718802,-75.5676766589,73
10073,6.24446927701,-75.5642441214,73
705,6.18571173642,-75.5783829361,73
16119,6.26368452082,-75.5975955812,73
12916,6.2525082844,-75.5610531244,73
2523,6.20895664121,-75.5590801533,73
15312,6.26052275608,-75.564656238,73
9346,6.24203566909,-75.569246893,73
17269,6.26924281935,-75.5655822333,73
402,6.18137788354,-75.5680713544,72
7908,6.23724889027,-75.5536930819,72
26258,6.30671146691,-75.5557632875,72
10890,6.24702718507,-75.5648322812,72
10090,6.2445366891,-75.5579032916,72
12961,6.25267976735,-75.5685279755,72
16456,6.26511504293,-75.5717573046,72
8414,6.23901368312,-75.5940483665,72
22885,6.28999886523,-75.5867574344,72
2651,6.20999291899,-75.5687445682,71
8976,6.24065398298,-75.5714088155,71
20003,6.28005098652,-75.6041382719,71
6034,6.23131316566,-75.5970734554,71
6240,6.23187440694,-75.5743567773,71
17735,6.27176553478,-75.58991543,71
5920,6.23098520887,-75.5827956289,71
7031,6.23439493695,-75.5915987656,71
2987,6.21221851117,-75.5743001574,71
11969,6.24982052856,-75.5687229501,71
13169,6.25344236947,-75.5833894771,71
1229,6.19698078626,-75.5783729345,71
17797,6.2721986119,-75.5650660167,71
14845,6.25887177155,-75.5718478658,70
23291,6.29184271365,-75.5828843921,70
1086,6.19510111632,-75.5768630757,70
4759,6.22565484872,-75.5749471716,70
11426,6.24844830334,-75.5623372687,70
22187,6.2873611232,-75.5734267028,70
13129,6.25330635888,-75.5605851759,70
11443,6.24849773842,-75.5809874394,70
14776,6.25860188386,-75.5705009966,70
7876,6.23716030572,-75.5758839334,70
17611,6.27111197937,-75.5545120663,69
10414,6.24552199288,-75.5658887379,69
6395,6.23235632274,-75.5873505182,69
3920,6.22070491707,-75.565938646,69
14700,6.25834680502,-75.5978415739,69
13458,6.25447426309,-75.6195022583,69
20117,6.2805089194,-75.552865153,68
7814,6.2369632187,-75.570383114,68
25380,6.30153083845,-75.5664130234,68
14468,6.25765209979,-75.5620802124,68
13876,6.25602594722,-75.56649243,68
11380,6.2483220476,-75.5751759119,68
1156,6.19585605177,-75.5834533505,68
13780,6.25569015472,-75.5737362385,68
12913,6.25249430977,-75.5678462306,68
6052,6.23136245406,-75.5756763345,68
12977,6.25271322375,-75.5685882337,68
2742,6.21063260388,-75.5704288215,67
7747,6.23670663275,-75.5490924205,67
13150,6.25337700702,-75.5623927245,67
10065,6.24444434306,-75.5846732201,67
15984,6.2631762147,-75.5555813857,67
18434,6.27460282535,-75.5949896894,67
13324,6.254044948,-75.562327851,67
14213,6.25691267505,-75.5660984544,67
14491,6.25770839122,-75.5659216599,67
6272,6.23195426808,-75.6006691958,67
1416,6.19913056723,-75.573485149,67
11737,6.24921212883,-75.5530319062,67
8291,6.23865711508,-75.6033309228,67
18979,6.27629729527,-75.6053667767,67
12496,6.25114095248,-75.5713309615,67
13620,6.25509829587,-75.5629178277,67
6591,6.23294690569,-75.5742784287,66
17707,6.27166608041,-75.5790778268,66
15276,6.26038551756,-75.5902564671,66
12178,6.25028530866,-75.5696598662,66
891,6.19032072228,-75.576826014,66
16809,6.26674131017,-75.5871131518,66
2832,6.21118216805,-75.5719173534,66
13892,6.25605877306,-75.5824126708,66
18198,6.27363851027,-75.5786369286,66
22888,6.29000207637,-75.6116659826,66
1296,6.1976546596,-75.5811264274,66
10987,6.24728495095,-75.5628323661,66
25033,6.29966255324,-75.5574464031,65
2686,6.21035815737,-75.5844291352,65
7947,6.23735554836,-75.5727700913,65
17266,6.2692232164,-75.5919036561,65
1966,6.20443286586,-75.5869515521,65
931,6.19154229818,-75.5800026529,65
2746,6.21065686023,-75.6014903656,65
20795,6.28274724833,-75.5720611235,65
8499,6.23930075786,-75.5868488975,65
8450,6.23913256848,-75.5907112965,65
1305,6.19772033236,-75.5568495956,65
12691,6.25171671972,-75.5761459192,65
8308,6.2386934384,-75.5738100916,65
4715,6.22555276897,-75.5837557187,65
6974,6.23417517396,-75.5427586066,65
12390,6.25081235956,-75.6052741462,64
1594,6.2008831773,-75.5884240614,64
11721,6.24917243931,-75.5887810505,64
13798,6.25573906498,-75.5804160653,64
7991,6.23748520469,-75.5704330996,64
6353,6.23222167898,-75.5915275849,64
18975,6.27629497747,-75.5972169108,64
6015,6.23125296676,-75.5981696246,64
24814,6.29858635713,-75.5660686424,64
17973,6.27281969711,-75.5541465722,63
14411,6.25743667915,-75.6144673085,63
4216,6.22268905602,-75.5841295649,63
10235,6.24497531976,-75.5952743528,63
10079,6.24448826963,-75.5643047892,63
15442,6.26105653876,-75.5558584509,63
1302,6.19770577572,-75.5742748276,63
19468,6.27814790994,-75.6013771346,63
12365,6.25073570747,-75.5610830885,63
25418,6.30178639608,-75.5788032242,63
17043,6.26805285475,-75.5497598602,63
1304,6.19772024196,-75.5568495954,63
14882,6.25899043973,-75.5859550007,62
10628,6.24626355112,-75.5633487293,62
10137,6.24467271587,-75.6000488392,62
8003,6.23750922972,-75.5709505936,62
76,6.17300485953,-75.6434014532,62
8750,6.23994363668,-75.5754238244,62
6426,6.2324354669,-75.5768480899,62
17066,6.26814518253,-75.5550185577,62
12054,6.25001106535,-75.5959248138,62
6471,6.23256393129,-75.6060278289,62
2019,6.20483942791,-75.5795249666,62
428,6.18175079019,-75.6433316913,61
9546,6.24260100814,-75.570585431,61
17160,6.26870323796,-75.5491880317,61
9277,6.24183379328,-75.5753356989,61
1358,6.19859214485,-75.5893611695,61
7110,6.23461992622,-75.577181928,61
7860,6.2371268702,-75.5698922573,61
9336,6.24199085632,-75.5716930888,61
17080,6.26820122798,-75.5538955345,61
1646,6.20128813035,-75.5715662819,61
3877,6.22044217249,-75.6015290999,61
23225,6.29153509389,-75.5623240198,61
13585,6.25497746564,-75.578619467,61
18146,6.27347424501,-75.5945837878,60
16090,6.26359241219,-75.559839001,60
9457,6.24235629206,-75.586757916,60
17575,6.27095911035,-75.5780630223,60
21862,6.28639565674,-75.570499511,60
1019,6.19398243999,-75.5773202151,60
23871,6.29400488172,-75.5689913671,60
9334,6.24199044885,-75.5779073003,60
96,6.17338631421,-75.6412201989,60
3272,6.21418649511,-75.5800152031,60
12947,6.25260331372,-75.5786194694,60
9825,6.24368644381,-75.564724568,60
3585,6.21753273815,-75.5640408416,60
12474,6.2510608503,-75.5589078222,60
18912,6.27609173144,-75.5708047639,60
8205,6.23838527017,-75.6085122723,60
18683,6.27540016699,-75.5737943774,60
26815,6.3111824906,-75.56369785,60
4445,6.22405031551,-75.6059579452,60
3650,6.2183595136,-75.6007006627,59
10276,6.2450843554,-75.6026461031,59
15744,6.26220899481,-75.5843402597,59
3752,6.21935736068,-75.5988257867,59
19542,6.27835967959,-75.5994903968,59
11896,6.24963525706,-75.563055799,59
6883,6.23396975614,-75.5701585719,59
4808,6.22593422554,-75.5611317637,59
12980,6.25271767597,-75.5599199102,59
8197,6.23837107227,-75.5730829918,59
18012,6.2729225785,-75.5922983593,59
5193,6.22808862712,-75.5688655708,59
6228,6.23185032389,-75.5744337619,59
6234,6.23186165555,-75.603437288,59
12479,6.25107121482,-75.5562537909,58
7910,6.2372499627,-75.5537620092,58
19163,6.27690937443,-75.5812237585,58
15389,6.26083328058,-75.5731147225,58
23063,6.29076838339,-75.5628222491,58
5481,6.22917352802,-75.5914415243,58
6331,6.23215177094,-75.5723389202,58
