,LAT,LON,Cuenta
86,10.9344863,-74.8268258,2
954,11.0146318,-74.7941737,2
636,10.9837066,-74.8085342,2
91,10.9347576,-74.8060884,2
956,11.0154745,-74.8091797,2
327,10.9572498,-74.7782607,2
97,10.9353007,-74.8056789,2
629,10.9831958,-74.8181279,2
98,10.9353682,-74.780466,2
99,10.9356736,-74.799705,2
377,10.9603271,-74.8298644,2
957,11.0158964,-74.8135501,2
351,10.9584221,-74.7755226,2
941,11.0121375,-74.81985398691215,2
121,10.9381452,-74.8156194,2
1050,11.0421833,-74.8282839,2
122,10.9382523,-74.7991246,2
326,10.9572323,-74.8160453,2
279,10.9532741,-74.8248086,2
877,11.0037372,-74.8297647,2
150,10.9421584,-74.7790441,2
740,10.992042349999998,-74.81192415285103,2
871,11.0032316,-74.7862009,2
157,10.9429789,-74.8078476,2
866,11.00259365,-74.78615620153698,2
765,10.9939975,-74.7851491,2
243,10.9504977,-74.8084624,2
225,10.9483853,-74.7836518,2
834,10.9998045,-74.7797494,2
832,10.999771,-74.7839225,2
831,10.9995671,-74.7948056,2
188,10.9451593,-74.7617928,2
817,10.9980156,-74.8275345,2
213,10.9474402,-74.7925083,2
815,10.99787315,-74.81245059603141,2
205,10.9465894,-74.7778496,2
806,10.9971657,-74.7829791,2
281,10.9534503,-74.8175396,2
731,10.9913744,-74.807425,2
282,10.9534618,-74.769667,2
307,10.9556447,-74.83667615663425,2
123,10.9383497,-74.7949592,2
914,11.0071195,-74.7922311,2
913,11.0070777,-74.8020032,2
71,10.9325169,-74.8068544,2
689,10.9881075,-74.7790541,2
311,10.9559108,-74.83873790238165,2
901,11.0063493,-74.791311,2
135,10.9402239,-74.8086381,2
895,11.0054552,-74.8350753,2
880,11.004059999999999,-74.82658379503471,2
139,10.9406173,-74.7883891,2
708,10.98940035,-74.8113115,2
305,10.9555021,-74.7730752,2
713,10.9896475,-74.8035244,2
301,10.955312,-74.767051,2
716,10.9897543,-74.8043327,2
295,10.9550685,-74.8236306,2
285,10.9535998,-74.8546399,2
606,10.9815926,-74.7790632,2
809,10.997222,-74.7929963,2
445,10.9656436,-74.7724344,2
1016,11.0247104,-74.8132786,2
40,10.9270694,-74.8040598,2
590,10.9806346,-74.8264466,2
999,11.0219391,-74.8051191,2
526,10.9751332,-74.8163497,2
7,10.921767,-74.8116268,2
983,11.0197756,-74.8016014,2
420,10.9638131,-74.8419124,2
1012,11.0238323,-74.8698092,2
13,10.9225332,-74.8138596,2
8,10.9217987,-74.7990592,2
1007,11.0230838,-74.8698889,2
988,11.0208267,-74.8173178,2
579,10.9791785,-74.8281866,2
513,10.9730416,-74.8248756,2
43,10.9272026,-74.827854,2
437,10.9649594,-74.8195426,2
436,10.9649175,-74.7742187,2
995,11.0210979,-74.7963435,2
32,10.9245136,-74.8187144,2
979,11.0195441,-74.8369753,2
1015,11.0243114,-74.8105478,2
455,10.9670546,-74.7659415,2
488,10.9699581,-74.8261848,2
1004,11.0228456,-74.8695508,2
34,10.9253687,-74.8215221,2
1021,11.0251932,-74.8078067,2
61,10.9311597,-74.7999157,2
407,10.9624745,-74.7826284,2
1000,11.0223589,-74.8702002,2
556,10.9774377,-74.7718623,2
531,10.9756183,-74.8467599,2
1023,11.0271397,-74.8029585,2
452,10.9666667,-74.8114429,2
539,10.9760872,-74.8259773,2
1048,11.040272,-74.8278916,2
439,10.9651232,-74.8146492,2
1049,11.0420397,-74.8267069,2
408,10.9626971,-74.8177542,2
404,10.9623778,-74.7658368,2
1034,11.0326456,-74.8691381,1
860,11.001943749999999,-74.7841335498722,1
164,10.9433968,-74.8304053,1
168,10.943543,-74.8199683,1
857,11.001823,-74.8152812,1
858,11.001832,-74.8150253,1
160,10.9431557,-74.8197423,1
970,11.0182556,-74.8164535,1
863,11.0019946,-74.81924520242603,1
864,11.0021339,-74.8214803,1
881,11.0044432,-74.7922822,1
23,10.9233172,-74.8057669,1
879,11.0039588,-74.8145174,1
878,11.0037402,-74.8089632,1
18,10.9229874,-74.8118381,1
1026,11.0291946,-74.8720559,1
1027,11.0295354,-74.8630554,1
17,10.9229151,-74.806902,1
149,10.9421308,-74.8437034,1
875,11.003468349999999,-74.8060987008243,1
874,11.00344795,-74.83528063971934,1
873,11.003273,-74.7862589,1
15,10.9227601,-74.8248596,1
1035,11.0327424,-74.8715817,1
153,10.94265,-74.8215572,1
12,10.9222228,-74.8105742,1
1032,11.0318093,-74.85901075798785,1
11,10.9220802,-74.8085596,1
865,11.0024108,-74.8278887,1
870,11.003058,-74.8375224,1
847,11.000940400000001,-74.82291895,1
854,11.0014161,-74.8127625,1
820,10.9986141,-74.7976833,1
829,10.9994793,-74.813142,1
828,10.999453,-74.7884245,1
827,10.9994236,-74.841886,1
189,10.9451628,-74.8197966,1
825,10.9993597,-74.8015146,1
824,10.9993223,-74.7855937,1
193,10.9454347,-74.7762064,1
195,10.945453,-74.8109657,1
197,10.9456729,-74.8165707,1
819,10.998177550000001,-74.78272106983454,1
172,10.9442266,-74.7757186,1
818,10.998017,-74.7896237,1
1043,11.0380365,-74.8254772,1
202,10.9464274,-74.8306929,1
5,10.9200887,-74.8253837,1
1045,11.0386229,-74.8216917,1
204,10.9464823,-74.8339042,1
813,10.9974179,-74.8225413,1
1047,11.0395709,-74.8252975,1
811,10.9973037,-74.81709,1
1041,11.037279,-74.8670593,1
1040,11.0358579,-74.8697784,1
186,10.9450633,-74.827074,1
835,10.9998579,-74.8089215,1
852,11.0012744,-74.80300030567636,1
851,11.0012005,-74.8029045980253,1
174,10.9442798,-74.7872129,1
849,11.0011194,-74.82202939999999,1
1036,11.0328495,-74.8701722,1
848,11.0009984,-74.787368,1
883,11.0046467,-74.7881901,1
1037,11.0329675,-74.872606,1
1038,11.0333777,-74.870491,1
845,11.0009085,-74.8107952,1
844,11.000889749999999,-74.82333952715702,1
843,11.00079665,-74.82951565499053,1
842,11.0007101,-74.8252299,1
841,11.0003746,-74.7839418,1
176,10.9444392,-74.7950887,1
178,10.9444663,-74.7700626,1
179,10.9444968,-74.8228812,1
180,10.9445634,-74.7718789,1
181,10.9446089,-74.820397,1
146,10.9415434,-74.780012,1
893,11.0051861,-74.7915951,1
143,10.9412658,-74.7773082,1
41,10.9270963,-74.8260555,1
48,10.9288531,-74.7956021,1
984,11.0199347,-74.7994387,1
947,11.0130926,-74.8274068,1
985,11.0200916,-74.8144867,1
986,11.0203173,-74.8272335,1
45,10.9273577,-74.815893,1
989,11.0208426,-74.8052075,1
991,11.0209342,-74.815368,1
102,10.9359378,-74.7869935,1
87,10.934579,-74.8270527,1
104,10.9360024,-74.786098,1
938,11.0113601,-74.8083715,1
937,11.011186,-74.8086863,1
38,10.9265889,-74.8152074,1
810,10.9972349,-74.7893675,1
996,11.0215808,-74.807996,1
114,10.9372833,-74.7882727,1
998,11.0217087,-74.822887,1
89,10.9346527,-74.8321378,1
51,10.9300844,-74.7993393,1
929,11.009614,-74.7954751,1
963,11.0168634,-74.8364407,1
70,10.9324327,-74.8041033,1
67,10.931804,-74.7997428,1
63,10.9315021,-74.8008655,1
75,10.9329461,-74.8188505,1
975,11.0184712,-74.8113527,1
966,11.0173627,-74.8376326,1
965,11.0172905,-74.8066555,1
76,10.9331658,-74.8050308,1
79,10.9334982,-74.8005537,1
952,11.0140006,-74.7969384,1
961,11.0163557,-74.859928,1
960,11.016275199999999,-74.8239729,1
959,11.0162397,-74.8272564,1
958,11.0160352,-74.8306149,1
977,11.01885,-74.813928,1
59,10.9309846,-74.8173668,1
955,11.0146476,-74.7978396,1
56,10.9303211,-74.8042543,1
930,11.0098653,-74.8306055,1
115,10.9373713,-74.8102605,1
885,11.004788600000001,-74.80738000479276,1
892,11.0051771,-74.8129401,1
30,10.9242516,-74.804498,1
900,11.0059419,-74.8301569,1
137,10.9402757,-74.7868924,1
897,11.0054805,-74.8015262,1
1014,11.024285,-74.8119775,1
138,10.9406078,-74.8136106,1
969,11.0180565,-74.8157513,1
1017,11.0247107,-74.8186807,1
891,11.0051524,-74.8376551,1
31,10.9244399,-74.8132325,1
140,10.9406404,-74.7777791,1
26,10.9238299,-74.81202,1
889,11.0050734,-74.788537,1
1020,11.025186300000001,-74.8032109,1
888,11.0050627,-74.80923225000001,1
25,10.9235387,-74.7971248,1
887,11.0049801,-74.8335445,1
141,10.9406599,-74.8054473,1
902,11.006374749999999,-74.80200644391212,1
903,11.0064381,-74.8328432,1
1001,11.0224087,-74.8186755,1
915,11.0073172,-74.7908942,1
1002,11.0226758,-74.8093348,1
925,11.0092749,-74.7935564,1
118,10.9379852,-74.8022276,1
1003,11.0227334,-74.8175344,1
119,10.9380853,-74.8080384,1
120,10.9381254,-74.7806111,1
920,11.0083502,-74.7937775,1
919,11.0081687,-74.7926111,1
33,10.9248724,-74.8030991,1
904,11.0064649,-74.817915,1
912,11.0070521,-74.7921963,1
124,10.9384365,-74.8240957,1
128,10.9391734,-74.8054454,1
1008,11.023179,-74.8688332,1
908,11.006633,-74.8418071,1
133,10.9400176,-74.8098267,1
906,11.00652,-74.8135401,1
134,10.9400571,-74.8257574,1
934,11.0105701,-74.8291107,1
498,10.9711331,-74.7887553,1
208,10.9469128,-74.8129086,1
805,10.9970929,-74.7831168,1
617,10.98207575,-74.83732226172432,1
392,10.9618046,-74.8166406,1
613,10.981851899999999,-74.84226936598807,1
612,10.9818429,-74.827061,1
395,10.9620449,-74.8609673,1
