,Fecha,DOW,Ciudad,Heridos,Cuenta Heridos,Muertos,Cuenta Muertos,Clase accidente,Hora,Clima
0,2018-02-25 05:00:00,7,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
1,2018-02-17 05:00:00,6,San Andres y Providencia,1,3.0,0,0.0,Choque,,Seca
2,2018-02-03 05:00:00,6,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
3,2018-01-27 05:00:00,6,San Andres y Providencia,1,3.0,0,0.0,Choque,,Seca
4,2018-01-24 05:00:00,3,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
5,2018-01-21 05:00:00,7,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
6,2018-01-04 05:00:00,4,San Andres y Providencia,1,3.0,1,1.0,Choque,,Lluvia
7,2018-01-04 05:00:00,4,San Andres y Providencia,1,3.0,1,1.0,Choque,,Lluvia
8,2018-01-04 05:00:00,4,San Andres y Providencia,1,3.0,1,1.0,Choque,,Lluvia
9,2017-12-04 05:00:00,1,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
10,2017-12-18 05:00:00,1,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
11,2017-12-03 05:00:00,7,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
12,2017-12-02 05:00:00,6,San Andres y Providencia,0,0.0,0,0.0,Volcamiento,,Seca
13,2017-12-12 05:00:00,2,San Andres y Providencia,1,1.0,0,0.0,Volcamiento,,Seca
14,2017-11-09 05:00:00,4,San Andres y Providencia,1,2.0,1,2.0,Choque,,Seca
15,2017-11-03 05:00:00,5,San Andres y Providencia,1,2.0,1,2.0,Choque,,Seca
16,2017-10-29 05:00:00,7,San Andres y Providencia,1,2.0,1,2.0,Choque,,Seca
17,2017-10-21 05:00:00,6,San Andres y Providencia,0,0.0,0,0.0,Choque,,Sol
18,2017-10-14 05:00:00,6,San Andres y Providencia,1,1.0,0,0.0,Choque,,Sol
19,2017-10-13 05:00:00,5,San Andres y Providencia,1,1.0,0,0.0,Choque,,Lluvia
20,2017-08-28 05:00:00,1,San Andres y Providencia,1,2.0,0,0.0,Volcamiento,,Seca
21,2017-08-22 05:00:00,2,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
22,2017-09-23 05:00:00,6,San Andres y Providencia,1,1.0,0,0.0,Choque,,Sol
23,2017-05-25 05:00:00,4,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
24,2017-07-31 05:00:00,1,San Andres y Providencia,1,2.0,0,0.0,Volcamiento,,Seca
25,2017-06-12 05:00:00,1,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
26,2017-06-11 05:00:00,7,San Andres y Providencia,1,2.0,0,0.0,Choque,,Seca
27,2017-04-10 05:00:00,1,San Andres y Providencia,1,1.0,0,0.0,Atropello,,Seca
28,2017-04-30 05:00:00,7,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
29,2017-03-19 05:00:00,7,San Andres y Providencia,1,1.0,0,0.0,Atropello,,Normal
30,2017-03-11 05:00:00,6,San Andres y Providencia,1,1.0,0,0.0,Atropello,,Seca
31,2017-01-27 05:00:00,5,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
32,2016-12-20 05:00:00,2,San Andres y Providencia,1,1.0,0,0.0,Atropello,,Seca
33,2018-02-08 05:00:00,4,San Andres y Providencia,1,5.0,0,0.0,Choque,,Seca
34,2018-02-08 05:00:00,4,San Andres y Providencia,1,5.0,0,0.0,Choque,,Seca
35,2017-05-01 05:00:00,1,San Andres y Providencia,1,1.0,0,0.0,Choque,,Lluvia
36,2017-12-01 05:00:00,5,San Andres y Providencia,1,1.0,0,0.0,Choque,,Seca
37,2018-03-02 05:00:00,5,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
38,2018-02-01 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Lluvia
39,2018-02-01 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Lluvia
40,2018-02-05 05:00:00,1,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
41,2018-01-19 05:00:00,5,Valle del Cauca,0,0.0,1,1.0,Choque,,Normal
42,2018-01-28 05:00:00,7,Valle del Cauca,1,6.0,0,0.0,Volcamiento,,Normal
43,2017-12-25 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Lluvia
44,2017-12-22 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
45,2017-12-20 05:00:00,3,Valle del Cauca,1,2.0,1,1.0,Choque,,Normal
46,2017-12-15 05:00:00,5,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
47,2017-12-23 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
48,2017-11-29 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
49,2017-11-15 05:00:00,3,Valle del Cauca,0,0.0,1,1.0,Choque,,Normal
50,2017-11-12 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
51,2017-11-12 05:00:00,7,Valle del Cauca,1,2.0,1,1.0,Choque,,Normal
52,2017-08-27 05:00:00,7,Valle del Cauca,1,4.0,0,0.0,Choque,,Normal
53,2017-08-07 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
54,2017-08-06 05:00:00,7,Valle del Cauca,0,0.0,1,1.0,Choque,,Normal
55,2017-08-02 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Atropello,,Normal
56,2017-06-10 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
57,2017-05-01 05:00:00,1,Valle del Cauca,1,5.0,0,0.0,Choque,,Lluvia
58,2017-02-06 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
59,2017-01-31 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Atropello,,Normal
60,2017-01-28 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Volcamiento,,Normal
61,2017-01-27 05:00:00,5,Valle del Cauca,1,1.0,1,1.0,Choque,,Normal
62,2017-01-11 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
63,2017-01-08 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Incendio,,Normal
64,2016-12-31 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
65,2016-12-22 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
66,2016-12-21 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Volcamiento,,Lluvia
67,2016-12-21 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
68,2017-04-21 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
69,2017-04-16 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
70,2017-04-14 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Lluvia
71,2017-04-08 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
72,2017-04-07 05:00:00,5,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
73,2017-03-18 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
74,2017-03-13 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
75,2017-02-27 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
76,2017-02-19 05:00:00,7,Valle del Cauca,1,1.0,0,0.0,Atropello,,Normal
77,2017-02-19 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
78,2017-02-06 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
79,2017-04-05 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
80,2017-04-23 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
81,2017-03-03 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
82,2017-04-08 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
83,2017-03-17 05:00:00,5,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
84,2017-03-16 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
85,2017-03-15 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Atropello,,Normal
86,2017-04-18 05:00:00,2,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
87,2017-03-27 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
88,2017-02-01 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
89,2017-02-02 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
90,2017-02-02 05:00:00,4,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
91,2017-02-28 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
92,2017-02-03 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
93,2017-02-03 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
94,2017-01-06 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
95,2017-04-20 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
96,2017-04-02 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
97,2017-02-07 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
98,2017-02-07 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
99,2017-02-10 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
100,2017-02-10 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
101,2017-02-14 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
102,2017-02-16 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
103,2017-02-17 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
104,2017-02-25 05:00:00,6,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
105,2017-01-06 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
106,2017-01-11 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
107,2017-01-20 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
108,2017-01-25 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
109,2017-01-28 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
110,2016-12-22 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
111,2016-12-28 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
112,2016-12-09 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Atropello,,Lluvia
113,2016-12-01 05:00:00,4,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
114,2016-12-04 05:00:00,7,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
115,2016-12-23 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
116,2016-12-12 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
117,2016-12-03 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
118,2016-12-08 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
119,2016-12-16 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
120,2016-12-12 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
121,2017-06-25 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
122,2017-06-24 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
123,2017-06-20 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
124,2017-06-15 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Atropello,,Normal
125,2017-06-12 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
126,2017-06-11 05:00:00,7,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
127,2017-06-09 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
128,2017-06-08 05:00:00,4,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
129,2017-06-08 05:00:00,4,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
130,2017-06-07 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Lluvia
131,2017-06-06 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
132,2017-06-02 05:00:00,5,Valle del Cauca,1,13.0,0,0.0,Choque,,Normal
133,2017-06-01 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
134,2017-05-27 05:00:00,6,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
135,2017-05-19 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
136,2017-05-10 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Lluvia
137,2017-05-09 05:00:00,2,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
138,2017-05-03 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
139,2017-05-31 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
140,2017-05-24 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
141,2017-05-19 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
142,2017-05-16 05:00:00,2,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
143,2017-05-14 05:00:00,7,Valle del Cauca,1,3.0,0,0.0,Choque,,Lluvia
144,2017-05-15 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Volcamiento,,Normal
145,2017-05-12 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
146,2017-05-10 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
147,2017-05-10 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
148,2017-05-10 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
149,2017-04-23 05:00:00,7,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
150,2017-04-20 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Volcamiento,,Normal
151,2017-04-08 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
152,2017-04-24 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
153,2017-03-18 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
154,2017-03-09 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
155,2017-03-13 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
156,2017-03-14 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
157,2017-04-05 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
158,2018-03-01 05:00:00,4,Valle del Cauca,1,2.0,1,1.0,Choque,,Normal
159,2017-02-12 05:00:00,7,Valle del Cauca,1,1.0,0,0.0,Volcamiento,,Normal
160,2016-12-14 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Volcamiento,,Normal
161,2017-06-24 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
162,2017-06-20 05:00:00,2,Valle del Cauca,1,2.0,0,0.0,Atropello,,Lluvia
163,2017-06-20 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
164,2017-06-16 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
165,2017-06-15 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Atropello,,Normal
166,2017-06-08 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
167,2017-06-06 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
168,2017-05-31 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
169,2017-05-30 05:00:00,2,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
170,2017-05-17 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
171,2017-05-17 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
172,2017-05-15 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
173,2017-05-04 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
174,2017-04-24 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
175,2017-04-20 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
176,2017-04-18 05:00:00,2,Valle del Cauca,1,3.0,0,0.0,Choque,,Normal
177,2017-04-17 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
178,2017-04-06 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
179,2017-04-05 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
180,2017-04-04 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
181,2017-03-15 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
182,2017-03-02 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
183,2017-04-04 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
184,2017-03-14 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
185,2017-04-17 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
186,2017-04-04 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
187,2017-03-14 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
188,2017-03-03 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
189,2017-04-06 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
190,2017-02-03 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
191,2017-04-20 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Volcamiento,,Normal
192,2017-03-14 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
193,2017-03-14 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
194,2017-03-20 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
195,2017-03-24 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Normal
196,2017-02-01 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
197,2017-02-02 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
198,2017-01-07 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
199,2017-03-09 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
200,2017-02-01 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
201,2017-02-14 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
202,2017-02-15 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
203,2017-02-16 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
204,2017-01-08 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
205,2017-01-24 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
206,2016-12-14 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
207,2016-12-14 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
208,2017-05-11 05:00:00,4,Valle del Cauca,1,1.0,0,0.0,Volcamiento,,Seca
209,2017-04-09 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
210,2017-04-09 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
211,2017-03-06 05:00:00,1,Valle del Cauca,1,9.0,0,0.0,Volcamiento,,Lluvia
212,2017-01-23 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Viento
213,2018-03-30 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Seca
214,2018-03-26 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
215,2018-03-24 05:00:00,6,Valle del Cauca,1,2.0,0,0.0,Choque,,Seca
216,2018-03-10 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Seca
217,2018-03-09 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
218,2018-03-01 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Choque,,Seca
219,2017-03-22 05:00:00,3,Valle del Cauca,0,0.0,1,1.0,Choque,,Lluvia
220,2017-03-26 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
221,2018-01-24 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Sol
222,2018-01-06 05:00:00,6,Valle del Cauca,0,0.0,1,2.0,Choque,,Seca
223,2018-01-04 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
224,2017-12-31 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Sol
225,2017-12-25 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Seca
226,2017-12-22 05:00:00,5,Valle del Cauca,1,1.0,0,0.0,Choque,,Sol
227,2017-12-12 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
228,2017-12-11 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Atropello,,Lluvia
229,2017-11-25 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Sol
230,2017-11-18 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Sol
231,2017-10-25 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Choque,,Sol
232,2017-10-16 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
233,2017-10-13 05:00:00,5,Valle del Cauca,0,0.0,1,1.0,Choque,,Seca
234,2017-10-01 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
235,2017-09-18 05:00:00,1,Valle del Cauca,0,0.0,1,1.0,Choque,,Lluvia
236,2017-09-14 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Choque,,Seca
237,2017-09-14 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Choque,,Sol
238,2017-08-29 05:00:00,2,Valle del Cauca,0,0.0,1,2.0,Choque,,Normal
239,2017-08-13 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
240,2017-08-12 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
241,2017-08-06 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
242,2017-07-30 05:00:00,7,Valle del Cauca,1,1.0,0,0.0,Choque,,Seca
243,2017-07-24 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
244,2017-07-19 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Choque,,Seca
245,2017-07-01 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
246,2017-06-29 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Choque,,Seca
247,2017-06-28 05:00:00,3,Valle del Cauca,0,0.0,1,1.0,Atropello,,Seca
248,2017-06-17 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Seca
249,2017-06-17 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Seca
250,2017-05-08 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
251,2017-04-10 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
252,2017-04-24 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
253,2017-01-14 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
254,2017-01-13 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Volcamiento,,Lluvia
255,2017-03-20 05:00:00,1,Valle del Cauca,0,0.0,1,1.0,Atropello,,Normal
256,2017-03-19 05:00:00,7,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
257,2017-02-18 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
258,2017-03-13 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
259,2017-03-06 05:00:00,1,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
260,2017-03-01 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
261,2017-02-18 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
262,2017-02-27 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
263,2017-03-01 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
264,2016-12-26 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
265,2016-12-22 05:00:00,4,Valle del Cauca,0,0.0,1,1.0,Choque,,Normal
266,2016-12-20 05:00:00,2,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
267,2016-12-09 05:00:00,5,Valle del Cauca,0,0.0,1,1.0,Choque,,Normal
268,2017-06-29 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
269,2017-06-24 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
270,2017-06-09 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
271,2017-06-09 05:00:00,5,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
272,2017-06-06 05:00:00,2,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
273,2017-02-16 05:00:00,4,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
274,2016-12-28 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
275,2016-12-28 05:00:00,3,Valle del Cauca,1,1.0,0,0.0,Caída de carga,,Normal
276,2017-05-28 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
277,2017-05-27 05:00:00,6,Valle del Cauca,1,7.0,0,0.0,Choque,,Normal
278,2017-05-20 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
279,2017-05-18 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
280,2017-05-17 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
281,2017-05-15 05:00:00,1,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
282,2017-05-13 05:00:00,6,Valle del Cauca,1,1.0,0,0.0,Choque,,Normal
283,2017-05-06 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
284,2017-04-27 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
285,2017-04-26 05:00:00,3,Valle del Cauca,1,2.0,0,0.0,Choque,,Lluvia
286,2017-04-26 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
287,2017-04-26 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
288,2017-04-23 05:00:00,7,Valle del Cauca,1,2.0,0,0.0,Choque,,Normal
289,2017-04-22 05:00:00,6,Valle del Cauca,0,0.0,0,0.0,Choque,,Normal
290,2017-04-20 05:00:00,4,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
291,2017-04-19 05:00:00,3,Valle del Cauca,0,0.0,0,0.0,Choque,,Lluvia
