,Fecha,DOW,Ciudad,Heridos,Cuenta Heridos,Muertos,Cuenta Muertos,Hora,Tipo de vehiculo,Barrio,Comuna
0,2012-01-01,7,Bucaramanga,1,,0,,12,"('AUTOMOVIL',)",Mutis,17. MUTIS
1,2012-01-01,7,Bucaramanga,0,,0,,14,"('AUTOMOVIL', 'CAMIONETA')",Regaderos Norte,02. NORORIENTAL
2,2012-01-01,7,Bucaramanga,0,,0,,12,"('CAMIONETA',)",Cabecera del Llano,12. CABECERA DEL LLANO
3,2012-01-01,7,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMIONETA')",Norte Bajo,03. SAN FRANCISCO
4,2012-01-01,7,Bucaramanga,1,,0,,0,"('PEATON', 'MOTO')",Dangond,11. SUR
5,2012-01-01,7,Bucaramanga,0,,0,,21,"('AUTOMOVIL', 'MOTO')",San Miguel,06. LA CONCORDIA
6,2012-02-01,1,Bucaramanga,1,,0,,14,"('PEATON', 'MICRO')",La Pedregosa,09. LA PEDREGOSA
7,2012-02-01,1,Bucaramanga,0,,0,,19,"('CAMIONETA',)",Bucaramanga,08. SUROCCIDENTE
8,2012-02-01,1,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'OTRO')",Regaderos Norte,02. NORORIENTAL
9,2012-02-01,1,Bucaramanga,1,,0,,17,"('AUTOMOVIL',)",Tejar Norte,01. NORTE
10,2012-02-01,1,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Sotomayor,12. CABECERA DEL LLANO
11,2012-02-01,1,Bucaramanga,0,,0,,8,"('CAMION', 'MOTO')",Norte Bajo,02. NORORIENTAL
12,2012-02-01,1,Bucaramanga,1,,0,,14,"('MOTO',)",Fontana,10. PROVENZA
13,2012-03-01,2,Bucaramanga,1,,0,,17,"('AUTOMOVIL', 'MOTO')",Provenza,10. PROVENZA
14,2012-03-01,2,Bucaramanga,1,,0,,7,"('VOLQUETA', 'MOTO')",Nuevo Sotomayor,12. CABECERA DEL LLANO
15,2012-03-01,2,Bucaramanga,0,,0,,22,"('MICRO', 'CAMION')",Café Madrid,01. NORTE
16,2012-03-01,2,Bucaramanga,0,,0,,18,"('CAMIONETA', 'MOTO')",Centro,15. CENTRO
17,2012-03-01,2,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMIONETA')",Centro,15. CENTRO
18,2012-03-01,2,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
19,2012-04-01,3,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMIONETA')",ÁLVAREZ,13. ORIENTAL
20,2012-04-01,3,Bucaramanga,0,,0,,19,"('AUTOMOVIL',)",Asturias,09. LA PEDREGOSA
21,2012-04-01,3,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'MOTO')",Bolarquí,12. CABECERA DEL LLANO
22,2012-04-01,3,Bucaramanga,0,,0,,14,"('AUTOMOVIL',)",Los Pinos,13. ORIENTAL
23,2012-04-01,3,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'CAMIONETA')",Manuela Beltrán I y II,11. SUR
24,2012-04-01,3,Bucaramanga,1,,0,,21,"('MOTO',)",La Pedregosa,09. LA PEDREGOSA
25,2012-04-01,3,Bucaramanga,0,,0,,20,"('AUTOMOVIL',)",Rio de Oro I,04. OCCIDENTAL
26,2012-04-01,3,Bucaramanga,1,,0,,15,"('CAMPAERO', 'MOTO')",Alarcón,03. SAN FRANCISCO
27,2012-04-01,3,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'MOTO')",Ciudadela Real de Minas,07. LA CIUDADELA
28,2012-04-01,3,Bucaramanga,1,,0,,19,"('AUTOMOVIL', 'MOTO')",Real de Minas,07. LA CIUDADELA
29,2012-05-01,4,Bucaramanga,1,,0,,13,"('AUTOMOVIL', 'BUS')",Antonia Santos Centro,13. ORIENTAL
30,2012-05-01,4,Bucaramanga,1,,0,,18,"('CAMION', 'MOTO')",Centro,15. CENTRO
31,2012-05-01,4,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Conucos,12. CABECERA DEL LLANO
32,2012-05-01,4,Bucaramanga,0,,0,,9,"('CAMIONETA',)",Alarcón,03. SAN FRANCISCO
33,2012-05-01,4,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",Nuevo Sotomayor,12. CABECERA DEL LLANO
34,2012-05-01,4,Bucaramanga,1,,0,,9,"('PEATON', 'AUTOMOVIL')",Alarcón,03. SAN FRANCISCO
35,2012-05-01,4,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMION')",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
36,2012-05-01,4,Bucaramanga,1,,0,,11,"('PEATON', 'CAMIONETA')",Antonia Santos Centro,13. ORIENTAL
37,2012-05-01,4,Bucaramanga,0,,0,,7,"('AUTOMOVIL',)",Asturias,09. LA PEDREGOSA
38,2012-05-01,4,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMIONETA')",La Aurora,13. ORIENTAL
39,2012-05-01,4,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'MOTO')",Mejoras Públicas,13. ORIENTAL
40,2012-05-01,4,Bucaramanga,1,,0,,16,"('PEATON', 'AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
41,2012-06-01,5,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'CAMIONETA')",Girardot,04. OCCIDENTAL
42,2012-06-01,5,Bucaramanga,0,,0,,16,"('VOLQUETA',)",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
43,2012-06-01,5,Bucaramanga,0,,0,,15,"('AUTOMOVIL',)",Ciudadela Real de Minas,07. LA CIUDADELA
44,2012-06-01,5,Bucaramanga,1,,0,,15,"('PEATON', 'AUTOMOVIL')",San Alonso,13. ORIENTAL
45,2012-06-01,5,Bucaramanga,1,,0,,20,"('PEATON', 'BUSETA')",Mejoras Públicas,13. ORIENTAL
46,2012-06-01,5,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",Bolarquí,12. CABECERA DEL LLANO
47,2012-06-01,5,Bucaramanga,1,,0,,6,"('AUTOMOVIL',)",Juan XXIII,08. SUROCCIDENTE
48,2012-06-01,5,Bucaramanga,1,,0,,9,"('MOTO', 'BICICLETA')",La Ceiba,06. LA CONCORDIA
49,2012-06-01,5,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
50,2012-07-01,6,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
51,2012-07-01,6,Bucaramanga,0,,0,,19,"('CAMIONETA', 'VOLQUETA')",Comuneros,03. SAN FRANCISCO
52,2012-07-01,6,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'MOTO')",La Pedregosa,09. LA PEDREGOSA
53,2012-07-01,6,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMIONETA')",Cabecera del Llano,12. CABECERA DEL LLANO
54,2012-07-01,6,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",Antonia Santos Sur,09. LA PEDREGOSA
55,2012-07-01,6,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMPAERO')",Cabecera del Llano,12. CABECERA DEL LLANO
56,2012-07-01,6,Bucaramanga,0,,0,,22,"('AUTOMOVIL',)",La Concordia,06. LA CONCORDIA
57,2012-07-01,6,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",La Concordia,06. LA CONCORDIA
58,2012-08-01,7,Bucaramanga,1,,0,,10,"('PEATON', 'BUS')",Café Madrid,01. NORTE
59,2012-08-01,7,Bucaramanga,1,,0,,16,"('PEATON', 'MOTO')",PREDIO URBANO PUENTE EL BUENO,08. SUROCCIDENTE
60,2012-08-01,7,Bucaramanga,0,,0,,1,"('AUTOMOVIL', 'MOTO')",San Alonso,13. ORIENTAL
61,2012-08-01,7,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'CAMIONETA')",La Pedregosa,09. LA PEDREGOSA
62,2012-08-01,7,Bucaramanga,0,,0,,11,"('AUTOMOVIL',)",Bucaramanga,08. SUROCCIDENTE
63,2012-08-01,7,Bucaramanga,0,,1,,11,"('MOTO',)",DIVINO NIÑO,01. NORTE
64,2012-08-01,7,Bucaramanga,1,,0,,5,"('MOTO',)",Real de Minas,07. LA CIUDADELA
65,2012-09-01,1,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",Bolarquí,12. CABECERA DEL LLANO
66,2012-09-01,1,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'MOTO')",La Victoria,06. LA CONCORDIA
67,2012-09-01,1,Bucaramanga,1,,0,,4,"('MOTO',)",San Francisco,03. SAN FRANCISCO
68,2012-09-01,1,Bucaramanga,1,,0,,18,"('CAMIONETA', 'MOTO')",San Francisco,03. SAN FRANCISCO
69,2012-09-01,1,Bucaramanga,0,,0,,13,"('AUTOMOVIL',)",Lagos del Cacique,16. LAGOS DEL CACIQUE
70,2012-09-01,1,Bucaramanga,1,,0,,17,"('AUTOMOVIL', 'CAMIONETA')",El Jardín,12. CABECERA DEL LLANO
71,2012-09-01,1,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
72,2012-09-01,1,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Colseguros Norte,01. NORTE
73,2012-10-01,2,Bucaramanga,1,,0,,9,"('AUTOMOVIL', 'CAMION')",LOS COLORADOS,01. NORTE
74,2012-10-01,2,Bucaramanga,1,,0,,8,"('MOTO',)",Miraflores,14. MORRORICO
75,2012-10-01,2,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'CAMIONETA')",Nuevo Sotomayor,12. CABECERA DEL LLANO
76,2012-10-01,2,Bucaramanga,1,,0,,0,"('MOTO',)",Villa Alicia,11. SUR
77,2012-10-01,2,Bucaramanga,1,,0,,11,"('BUS', 'MOTO')",Provenza,10. PROVENZA
78,2012-10-01,2,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",Mutis,17. MUTIS
79,2012-10-01,2,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",Alarcón,03. SAN FRANCISCO
80,2012-10-01,2,Bucaramanga,1,,0,,4,"('AUTOMOVIL', 'BICICLETA')",Alarcón,03. SAN FRANCISCO
81,2012-10-01,2,Bucaramanga,0,,0,,17,"('OTRO',)",SIN INFORMACION,Other
82,2012-10-01,2,Bucaramanga,1,,0,,18,"('PEATON', 'MOTO')",Candiles,06. LA CONCORDIA
83,2012-10-01,2,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",Bolívar,13. ORIENTAL
84,2012-10-01,2,Bucaramanga,1,,0,,18,"('MOTO',)",Norte Bajo,03. SAN FRANCISCO
85,2012-11-01,3,Bucaramanga,0,,0,,22,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
86,2012-11-01,3,Bucaramanga,0,,0,,7,"('AUTOMOVIL',)",Antonia Santos Sur,09. LA PEDREGOSA
87,2012-11-01,3,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'CAMION')",Cabecera del Llano,12. CABECERA DEL LLANO
88,2012-11-01,3,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'MOTO')",San Francisco,03. SAN FRANCISCO
89,2012-11-01,3,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",Bolarquí,12. CABECERA DEL LLANO
90,2012-11-01,3,Bucaramanga,0,,0,,19,"('CAMIONETA', 'MOTO')",Bolívar,13. ORIENTAL
91,2012-11-01,3,Bucaramanga,1,,0,,15,"('PEATON', 'MOTO')",Centro,15. CENTRO
92,2012-11-01,3,Bucaramanga,1,,0,,20,"('PEATON', 'MOTO')",San Francisco,03. SAN FRANCISCO
93,2012-11-01,3,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",El Tejar,16. LAGOS DEL CACIQUE
94,2012-11-01,3,Bucaramanga,1,,0,,14,"('MOTO',)",Mutis,17. MUTIS
95,2012-11-01,3,Bucaramanga,1,,0,,21,"('PEATON', 'AUTOMOVIL')",CAMINO DEL PARQUE,11. SUR
96,2012-11-01,3,Bucaramanga,0,,0,,22,"('AUTOMOVIL', 'CAMIONETA')",Sotomayor,12. CABECERA DEL LLANO
97,2012-11-01,3,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMPAERO')",Cabecera del Llano,12. CABECERA DEL LLANO
98,2012-12-01,4,Bucaramanga,1,,0,,9,"('MOTO',)",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
99,2012-12-01,4,Bucaramanga,0,,0,,11,"('CAMIONETA',)",San Alonso,13. ORIENTAL
100,2012-12-01,4,Bucaramanga,1,,0,,19,"('PEATON', 'MOTO')",Campo Hermoso,05. GARCIA ROVIRA
101,2012-12-01,4,Bucaramanga,0,,0,,15,"('CAMIONETA', 'BUSETA')",Centro,15. CENTRO
102,2012-12-01,4,Bucaramanga,1,,0,,18,"('AUTOMOVIL', 'MOTO')",Mejoras Públicas,13. ORIENTAL
103,2012-12-01,4,Bucaramanga,0,,0,,8,"('BUSETA', 'VOLQUETA')",Esperanza I,02. NORORIENTAL
104,2012-01-13,5,Bucaramanga,1,,0,,18,"('CAMIONETA', 'MOTO')",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
105,2012-01-13,5,Bucaramanga,0,,0,,12,"('CAMION', 'OTRO')",Norte Bajo,02. NORORIENTAL
106,2012-01-13,5,Bucaramanga,0,,0,,5,"('CAMIONETA',)",Rio de Oro I,04. OCCIDENTAL
107,2012-01-13,5,Bucaramanga,0,,0,,7,"('AUTOMOVIL',)",Ciudadela Real de Minas,07. LA CIUDADELA
108,2012-01-13,5,Bucaramanga,1,,0,,16,"('CAMPAERO', 'MOTO')",San Francisco,03. SAN FRANCISCO
109,2012-01-13,5,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMION')",FLORIDABLANCA,Other
110,2012-01-13,5,Bucaramanga,0,,0,,15,"('AUTOMOVIL',)",Mejoras Públicas,13. ORIENTAL
111,2012-01-13,5,Bucaramanga,0,,0,,17,"('CAMION',)",Universidad,03. SAN FRANCISCO
112,2012-01-13,5,Bucaramanga,0,,0,,18,"('BUSETA', 'CAMION')",San Rafael,02. NORORIENTAL
113,2012-01-13,5,Bucaramanga,0,,0,,20,"('AUTOMOVIL',)",Nuevo Sotomayor,12. CABECERA DEL LLANO
114,2012-01-13,5,Bucaramanga,0,,0,,2,"('AUTOMOVIL',)",Comuneros,03. SAN FRANCISCO
115,2012-01-13,5,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Ricaurte,06. LA CONCORDIA
116,2012-01-14,6,Bucaramanga,1,,0,,16,"('MOTO',)",Real de Minas,07. LA CIUDADELA
117,2012-01-14,6,Bucaramanga,1,,0,,14,"('MICRO', 'MOTO')",Ricaurte,06. LA CONCORDIA
118,2012-01-14,6,Bucaramanga,1,,0,,18,"('MOTO',)",Kennedy,01. NORTE
119,2012-01-14,6,Bucaramanga,0,,0,,9,"('BUSETA', 'CAMION')",Centro,15. CENTRO
120,2012-01-14,6,Bucaramanga,0,,0,,4,"('AUTOMOVIL',)",Centro,15. CENTRO
121,2012-01-14,6,Bucaramanga,0,,0,,6,"('AUTOMOVIL',)",SIN INFORMACION,Other
122,2012-01-14,6,Bucaramanga,0,,0,,10,"('AUTOMOVIL',)",Provenza,10. PROVENZA
123,2012-01-14,6,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",Manuela Beltrán I y II,11. SUR
124,2012-01-14,6,Bucaramanga,0,,0,,2,"('CAMIONETA',)",Juan XXIII,08. SUROCCIDENTE
125,2012-01-14,6,Bucaramanga,1,,0,,8,"('AUTOMOVIL', 'MOTO')",Provenza,10. PROVENZA
126,2012-01-14,6,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'MOTO')",La Aurora,13. ORIENTAL
127,2012-01-14,6,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'CAMPAERO')",Nuevo Sotomayor,12. CABECERA DEL LLANO
128,2012-01-14,6,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMPAERO')",NUEVO SOTOMAYOR,12. CABECERA DEL LLANO
129,2012-01-14,6,Bucaramanga,1,,0,,23,"('MOTO',)",Kennedy,01. NORTE
130,2012-01-15,7,Bucaramanga,1,,0,,19,"('PEATON', 'AUTOMOVIL')",ZONA INDUSTRIAL(NO BARRIO),04. OCCIDENTAL
131,2012-01-15,7,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'CAMPAERO')",SANTA BARBARA,16. LAGOS DEL CACIQUE
132,2012-01-15,7,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Campo Hermoso,15. CENTRO
133,2012-01-15,7,Bucaramanga,0,,0,,8,"('AUTOMOVIL',)",Provenza,10. PROVENZA
134,2012-01-15,7,Bucaramanga,1,,0,,5,"('AUTOMOVIL', 'MOTO')",Estoraques I y II,17. MUTIS
135,2012-01-15,7,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'BUSETA')",Provenza,10. PROVENZA
136,2012-01-15,7,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'CAMIONETA')",La Aurora,13. ORIENTAL
137,2012-01-15,7,Bucaramanga,1,,0,,17,"('CAMIONETA', 'MOTO')",SANTA BARBARA,16. LAGOS DEL CACIQUE
138,2012-01-15,7,Bucaramanga,0,,1,,0,"('AUTOMOVIL', 'MOTO')",La Aurora,13. ORIENTAL
139,2012-01-15,7,Bucaramanga,1,,0,,17,"('CAMIONETA', 'MOTO')",Los Pinos,13. ORIENTAL
140,2012-01-15,7,Bucaramanga,1,,0,,19,"('MOTO',)",La Estrella,05. GARCIA ROVIRA
141,2012-01-16,1,Bucaramanga,0,,0,,14,"('AUTOMOVIL', 'CAMIONETA')",La Concordia,06. LA CONCORDIA
142,2012-01-16,1,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMPAERO')",Sotomayor,12. CABECERA DEL LLANO
143,2012-01-16,1,Bucaramanga,1,,0,,17,"('PEATON', 'MOTO')",San Gerardo,08. SUROCCIDENTE
144,2012-01-16,1,Bucaramanga,0,,0,,14,"('BUSETA', 'CAMION')",San Alonso,13. ORIENTAL
145,2012-01-16,1,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
146,2012-01-16,1,Bucaramanga,1,,0,,11,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
147,2012-01-16,1,Bucaramanga,1,,0,,10,"('CAMPAERO', 'MOTO')",La Aurora,13. ORIENTAL
148,2012-01-16,1,Bucaramanga,0,,0,,8,"('AUTOMOVIL',)",Diamante I,09. LA PEDREGOSA
149,2012-01-17,2,Bucaramanga,1,,0,,16,"('CAMIONETA', 'MOTO')",Alfonso López,05. GARCIA ROVIRA
150,2012-01-17,2,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
151,2012-01-17,2,Bucaramanga,1,,0,,7,"('PEATON', 'MOTO')",Alfonso López,05. GARCIA ROVIRA
152,2012-01-17,2,Bucaramanga,1,,0,,10,"('MICRO', 'MOTO')",Provenza,10. PROVENZA
153,2012-01-17,2,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'CAMPAERO')",Nuevo Sotomayor,12. CABECERA DEL LLANO
154,2012-01-17,2,Bucaramanga,1,,0,,9,"('AUTOMOVIL', 'MOTO')",La Concordia,06. LA CONCORDIA
155,2012-01-17,2,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",Ciudadela Real de Minas,07. LA CIUDADELA
156,2012-01-17,2,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'CAMIONETA')",Sotomayor,12. CABECERA DEL LLANO
157,2012-01-17,2,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Campo Hermoso,03. SAN FRANCISCO
158,2012-01-17,2,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",Norte Bajo,03. SAN FRANCISCO
159,2012-01-17,2,Bucaramanga,1,,0,,6,"('MOTO', 'BICICLETA')",Puerta del Sol,12. CABECERA DEL LLANO
160,2012-01-17,2,Bucaramanga,0,,0,,7,"('AUTOMOVIL', 'MOTO')",Bucaramanga,08. SUROCCIDENTE
161,2012-01-18,3,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",Comuneros,03. SAN FRANCISCO
162,2012-01-18,3,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMPAERO')",África,08. SUROCCIDENTE
163,2012-01-18,3,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
164,2012-01-18,3,Bucaramanga,1,,0,,10,"('CAMIONETA', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
165,2012-01-18,3,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
166,2012-01-18,3,Bucaramanga,1,,0,,17,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
167,2012-01-18,3,Bucaramanga,0,,0,,7,"('AUTOMOVIL', 'CAMION')",ÁLVAREZ,14. MORRORICO
168,2012-01-18,3,Bucaramanga,0,,0,,6,"('CAMIONETA', 'MOTO')",Nuevo Sotomayor,12. CABECERA DEL LLANO
169,2012-01-19,4,Bucaramanga,0,,0,,19,"('CAMIONETA',)",Diamante II,10. PROVENZA
170,2012-01-19,4,Bucaramanga,0,,0,,10,"('MOTO',)",Centro,15. CENTRO
171,2012-01-19,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",Centro,15. CENTRO
172,2012-01-19,4,Bucaramanga,1,,0,,1,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
173,2012-01-19,4,Bucaramanga,0,,0,,2,"('AUTOMOVIL', 'CAMION')",La Estrella,05. GARCIA ROVIRA
174,2012-01-19,4,Bucaramanga,0,,0,,20,"('AUTOMOVIL',)",Diamante II,10. PROVENZA
175,2012-01-19,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",La Aurora,13. ORIENTAL
176,2012-01-19,4,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'MICRO')",Centro,15. CENTRO
177,2012-01-20,5,Bucaramanga,0,,0,,17,"('AUTOMOVIL',)",Chapinero,03. SAN FRANCISCO
178,2012-01-20,5,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",Morrorico,14. MORRORICO
179,2012-01-20,5,Bucaramanga,0,,0,,11,"('CAMIONETA',)",Sotomayor,12. CABECERA DEL LLANO
180,2012-01-20,5,Bucaramanga,0,,0,,14,"('AUTOMOVIL',)",El Rocío,11. SUR
181,2012-01-20,5,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'CAMION')",La Ceiba,06. LA CONCORDIA
182,2012-01-20,5,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Nuevo Sotomayor,12. CABECERA DEL LLANO
183,2012-01-20,5,Bucaramanga,0,,0,,19,"('AUTOMOVIL',)",La Aurora,13. ORIENTAL
184,2012-01-20,5,Bucaramanga,0,,0,,11,"('CAMIONETA', 'MOTO')",Diamante II,10. PROVENZA
185,2012-01-20,5,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMIONETA')",Antonia Santos Centro,13. ORIENTAL
186,2012-01-20,5,Bucaramanga,1,,0,,7,"('AUTOMOVIL',)",Antonia Santos Sur,09. LA PEDREGOSA
187,2012-01-20,5,Bucaramanga,0,,0,,13,"('CAMIONETA', 'CAMION')",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
188,2012-01-20,5,Bucaramanga,1,,0,,6,"('BUSETA', 'MOTO')",La Estrella,05. GARCIA ROVIRA
189,2012-01-21,6,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'MOTO')",Ciudadela Real de Minas,07. LA CIUDADELA
190,2012-01-21,6,Bucaramanga,1,,0,,19,"('PEATON', 'MOTO')",Puerta del Sol,12. CABECERA DEL LLANO
191,2012-01-21,6,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'MOTO')",La Concordia,06. LA CONCORDIA
192,2012-01-21,6,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'BUSETA')",Centro,15. CENTRO
193,2012-01-21,6,Bucaramanga,0,,0,,19,"('AUTOMOVIL',)",Ricaurte,06. LA CONCORDIA
194,2012-01-21,6,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'VOLQUETA')",Centro,15. CENTRO
195,2012-01-21,6,Bucaramanga,1,,0,,16,"('PEATON', 'MOTO')",Ciudadela Real de Minas,07. LA CIUDADELA
196,2012-01-21,6,Bucaramanga,1,,0,,18,"('AUTOMOVIL', 'MOTO')",La Pedregosa,09. LA PEDREGOSA
197,2012-01-21,6,Bucaramanga,1,,0,,21,"('AUTOMOVIL', 'MOTO')",Campo Hermoso,05. GARCIA ROVIRA
198,2012-01-21,6,Bucaramanga,0,,0,,14,"('AUTOMOVIL', 'CAMPAERO')",El Rocío,11. SUR
199,2012-01-21,6,Bucaramanga,0,,0,,6,"('AUTOMOVIL', 'CAMION')",El Rocío,11. SUR
200,2012-01-21,6,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMIONETA')",Centro,15. CENTRO
201,2012-01-22,7,Bucaramanga,1,,0,,2,"('AUTOMOVIL', 'MOTO')",Girardot,04. OCCIDENTAL
202,2012-01-22,7,Bucaramanga,1,,0,,22,"('MOTO',)",Alarcón,03. SAN FRANCISCO
203,2012-01-22,7,Bucaramanga,1,,0,,6,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
204,2012-01-22,7,Bucaramanga,1,,0,,18,"('AUTOMOVIL', 'MOTO')",San Francisco,03. SAN FRANCISCO
205,2012-01-22,7,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Lagos del Cacique,16. LAGOS DEL CACIQUE
206,2012-01-22,7,Bucaramanga,1,,0,,1,"('AUTOMOVIL', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
207,2012-01-22,7,Bucaramanga,1,,0,,23,"('AUTOMOVIL', 'MOTO')",PREDIO URBANO PUENTE EL BUENO,08. SUROCCIDENTE
208,2012-01-23,1,Bucaramanga,0,,0,,21,"('AUTOMOVIL', 'MOTO')",ÁLVAREZ,13. ORIENTAL
209,2012-01-23,1,Bucaramanga,0,,0,,14,"('AUTOMOVIL', 'MOTO')",Ricaurte,06. LA CONCORDIA
210,2012-01-23,1,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'MOTO')",ÁLVAREZ,13. ORIENTAL
211,2012-01-23,1,Bucaramanga,1,,0,,15,"('AUTOMOVIL', 'MOTO')",San Alonso,13. ORIENTAL
212,2012-01-23,1,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'CAMION')",Sotomayor,12. CABECERA DEL LLANO
213,2012-01-23,1,Bucaramanga,0,,0,,20,"('BUS', 'CAMION')",Antonia Santos Sur,09. LA PEDREGOSA
214,2012-01-23,1,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",La Concordia,06. LA CONCORDIA
215,2012-01-23,1,Bucaramanga,1,,0,,18,"('MOTO',)",Alfonso López,05. GARCIA ROVIRA
216,2012-01-23,1,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'BUSETA')",San Francisco,03. SAN FRANCISCO
217,2012-01-23,1,Bucaramanga,0,,0,,9,"('CAMIONETA', 'BUS')",Comuneros,03. SAN FRANCISCO
