,Fecha,DOW,Ciudad,Heridos,Cuenta Heridos,Muertos,Cuenta Muertos,Hora,Tipo de vehiculo,Barrio,Comuna
5756,2013-09-05,4,Bucaramanga,1,,0,,6,"('CAMIONETA', 'MOTO')",Mutualidad,03. SAN FRANCISCO
5757,2013-09-05,4,Bucaramanga,1,,0,,16,"('MOTO',)",La Estrella,05. GARCIA ROVIRA
5758,2013-09-05,4,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'MOTO')",San Francisco,03. SAN FRANCISCO
5759,2013-09-05,4,Bucaramanga,1,,0,,8,"('BUSETA', 'MOTO')",San Alonso,13. ORIENTAL
5760,2013-09-05,4,Bucaramanga,0,,0,,22,"('AUTOMOVIL', 'BUS')",Cabecera del Llano,12. CABECERA DEL LLANO
5761,2013-09-05,4,Bucaramanga,0,,0,,16,"('CAMION', 'MOTO')",Café Madrid,01. NORTE
5762,2013-09-05,4,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'MOTO')",Sotomayor,12. CABECERA DEL LLANO
5763,2013-09-05,4,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MICRO')",Ciudadela Real de Minas,07. LA CIUDADELA
5764,2013-10-05,5,Bucaramanga,1,,0,,6,"('MOTO',)",Cabecera del Llano,12. CABECERA DEL LLANO
5765,2013-10-05,5,Bucaramanga,1,,0,,11,"('CAMPAERO', 'MOTO')",Girardot,04. OCCIDENTAL
5766,2013-10-05,5,Bucaramanga,1,,0,,15,"('MICRO',)",Cabecera del Llano,12. CABECERA DEL LLANO
5767,2013-10-05,5,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
5768,2013-10-05,5,Bucaramanga,0,,0,,16,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5769,2013-10-05,5,Bucaramanga,1,,0,,8,"('MOTO',)",Provenza,10. PROVENZA
5770,2013-10-05,5,Bucaramanga,1,,0,,11,"('AUTOMOVIL', 'MOTO')",San Martín,09. LA PEDREGOSA
5771,2013-10-05,5,Bucaramanga,0,,0,,21,"('AUTOMOVIL',)",Provenza,10. PROVENZA
5772,2013-10-05,5,Bucaramanga,0,,0,,7,"('AUTOMOVIL', 'CAMIONETA')",El Rocío,11. SUR
5773,2013-10-05,5,Bucaramanga,1,,0,,8,"('AUTOMOVIL', 'MOTO')",La Salle,06. LA CONCORDIA
5774,2013-10-05,5,Bucaramanga,1,,0,,15,"('CAMIONETA', 'MOTO')",Norte Bajo,02. NORORIENTAL
5775,2013-10-05,5,Bucaramanga,1,,0,,15,"('PEATON', 'MOTO')",Centro,15. CENTRO
5776,2013-10-05,5,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",Alarcón,03. SAN FRANCISCO
5777,2013-11-05,6,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'CAMIONETA')",Sotomayor,12. CABECERA DEL LLANO
5778,2013-11-05,6,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'BUSETA')",Centro,15. CENTRO
5779,2013-11-05,6,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'OTRO')",San Alonso,13. ORIENTAL
5780,2013-11-05,6,Bucaramanga,0,,0,,11,"('CAMIONETA',)",Mejoras Públicas,13. ORIENTAL
5781,2013-11-05,6,Bucaramanga,1,,0,,16,"('AUTOMOVIL', 'MOTO')",Puerta del Sol,12. CABECERA DEL LLANO
5782,2013-11-05,6,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",El Rocío,11. SUR
5783,2013-11-05,6,Bucaramanga,0,,0,,6,"('CAMIONETA',)",Diamante II,10. PROVENZA
5784,2013-11-05,6,Bucaramanga,1,,0,,9,"('PEATON', 'MOTO')",Lagos del Cacique,16. LAGOS DEL CACIQUE
5785,2013-11-05,6,Bucaramanga,1,,0,,8,"('AUTOMOVIL', 'MOTO')",Mejoras Públicas,13. ORIENTAL
5786,2013-11-05,6,Bucaramanga,0,,0,,11,"('CAMION', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5787,2013-11-05,6,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'CAMIONETA')",San Francisco,03. SAN FRANCISCO
5788,2013-11-05,6,Bucaramanga,1,,0,,7,"('MOTO',)",Modelo,03. SAN FRANCISCO
5789,2013-11-05,6,Bucaramanga,0,,0,,9,"('AUTOMOVIL',)",Rio de Oro I,04. OCCIDENTAL
5790,2013-11-05,6,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",El Prado,13. ORIENTAL
5791,2013-11-05,6,Bucaramanga,1,,0,,21,"('MOTO',)",San Francisco,03. SAN FRANCISCO
5792,2013-11-05,6,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'CAMIONETA')",Cabecera del Llano,12. CABECERA DEL LLANO
5793,2013-11-05,6,Bucaramanga,1,,0,,8,"('MOTO',)",Ciudad Venecia,11. SUR
5794,2013-11-05,6,Bucaramanga,1,,0,,18,"('MOTO',)",La Estrella,05. GARCIA ROVIRA
5795,2013-11-05,6,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'CAMIONETA')",Bolívar,13. ORIENTAL
5796,2013-11-05,6,Bucaramanga,0,,0,,2,"('AUTOMOVIL',)",Provenza,10. PROVENZA
5797,2013-11-05,6,Bucaramanga,1,,0,,22,"('AUTOMOVIL', 'MOTO')",Monterredondo,17. MUTIS
5798,2013-11-05,6,Bucaramanga,0,,0,,10,"('AUTOMOVIL',)",Lagos del Cacique,16. LAGOS DEL CACIQUE
5799,2013-11-05,6,Bucaramanga,0,,0,,12,"('CAMIONETA', 'CAMION')",Chorreras Don Juan,05. GARCIA ROVIRA
5800,2013-11-05,6,Bucaramanga,1,,0,,21,"('PEATON', 'MOTO')",Alfonso López,05. GARCIA ROVIRA
5801,2013-11-05,6,Bucaramanga,1,,0,,3,"('AUTOMOVIL', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
5802,2013-11-05,6,Bucaramanga,1,,0,,13,"('MOTO',)",Ciudadela Real de Minas,07. LA CIUDADELA
5803,2013-12-05,7,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'CAMIONETA')",Diamante II,10. PROVENZA
5804,2013-12-05,7,Bucaramanga,1,,0,,19,"('PEATON', 'AUTOMOVIL')",Ricaurte,06. LA CONCORDIA
5805,2013-12-05,7,Bucaramanga,0,,0,,13,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5806,2013-12-05,7,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'BUSETA')",Ricaurte,06. LA CONCORDIA
5807,2013-12-05,7,Bucaramanga,1,,0,,21,"('PEATON', 'AUTOMOVIL')",Provenza,10. PROVENZA
5808,2013-12-05,7,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMPAERO')",García Rovira,15. CENTRO
5809,2013-12-05,7,Bucaramanga,1,,0,,0,"('AUTOMOVIL', 'MOTO')",La Aurora,13. ORIENTAL
5810,2013-12-05,7,Bucaramanga,1,,0,,10,"('CAMIONETA', 'MOTO')",El Prado,13. ORIENTAL
5811,2013-12-05,7,Bucaramanga,0,,0,,23,"('CAMIONETA',)",Sotomayor,12. CABECERA DEL LLANO
5812,2013-12-05,7,Bucaramanga,0,,0,,12,"('CAMIONETA',)",Bolívar,13. ORIENTAL
5813,2013-12-05,7,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'MOTO')",La Concordia,06. LA CONCORDIA
5814,2013-12-05,7,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
5815,2013-12-05,7,Bucaramanga,0,,1,,21,"('MOTO',)",Altos del Progreso,01. NORTE
5816,2013-05-13,1,Bucaramanga,1,,0,,11,"('PEATON', 'AUTOMOVIL')",Gaitán,04. OCCIDENTAL
5817,2013-05-13,1,Bucaramanga,1,,0,,9,"('MOTO',)",La Victoria,06. LA CONCORDIA
5818,2013-05-13,1,Bucaramanga,1,,0,,22,"('MOTO',)",LOS COLORADOS,01. NORTE
5819,2013-05-13,1,Bucaramanga,1,,0,,17,"('PEATON', 'MOTO')",Girardot,04. OCCIDENTAL
5820,2013-05-13,1,Bucaramanga,0,,0,,14,"('AUTOMOVIL',)",Alarcón,03. SAN FRANCISCO
5821,2013-05-13,1,Bucaramanga,1,,0,,11,"('MOTO',)",San Francisco,03. SAN FRANCISCO
5822,2013-05-13,1,Bucaramanga,0,,0,,17,"('CAMIONETA',)",Provenza,10. PROVENZA
5823,2013-05-13,1,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'MOTO')",Antonia Santos Sur,09. LA PEDREGOSA
5824,2013-05-13,1,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Kennedy,01. NORTE
5825,2013-05-13,1,Bucaramanga,0,,0,,8,"('OTRO',)",Norte Bajo,02. NORORIENTAL
5826,2013-05-14,2,Bucaramanga,1,,0,,10,"('MOTO',)",Centro,15. CENTRO
5827,2013-05-14,2,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5828,2013-05-14,2,Bucaramanga,1,,0,,6,"('AUTOMOVIL', 'MOTO')",San Francisco,03. SAN FRANCISCO
5829,2013-05-14,2,Bucaramanga,1,,0,,9,"('AUTOMOVIL', 'MOTO')",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
5830,2013-05-14,2,Bucaramanga,0,,0,,7,"('AUTOMOVIL',)",Centro,15. CENTRO
5831,2013-05-14,2,Bucaramanga,0,,0,,0,"('AUTOMOVIL', 'CAMIONETA')",Antonia Santos Sur,09. LA PEDREGOSA
5832,2013-05-14,2,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'OTRO')",Café Madrid,01. NORTE
5833,2013-05-14,2,Bucaramanga,0,,0,,19,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5834,2013-05-14,2,Bucaramanga,0,,0,,17,"('CAMIONETA', 'MOTO')",Alarcón,03. SAN FRANCISCO
5835,2013-05-14,2,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'CAMIONETA')",Nuevo Sotomayor,12. CABECERA DEL LLANO
5836,2013-05-14,2,Bucaramanga,1,,0,,7,"('AUTOMOVIL', 'MOTO')",Diamante II,10. PROVENZA
5837,2013-05-14,2,Bucaramanga,0,,0,,10,"('CAMPAERO', 'CAMIONETA')",Centro,15. CENTRO
5838,2013-05-14,2,Bucaramanga,0,,0,,13,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5839,2013-05-15,3,Bucaramanga,1,,0,,9,"('PEATON', 'MOTO')",La Concordia,06. LA CONCORDIA
5840,2013-05-15,3,Bucaramanga,0,,0,,13,"('VOLQUETA',)",San Miguel,06. LA CONCORDIA
5841,2013-05-15,3,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",La Concordia,06. LA CONCORDIA
5842,2013-05-15,3,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMIONETA')",Centro,15. CENTRO
5843,2013-05-15,3,Bucaramanga,0,,0,,14,"('CAMIONETA', 'CAMION')",La Concordia,06. LA CONCORDIA
5844,2013-05-15,3,Bucaramanga,1,,0,,9,"('MOTO',)",LA CANTERA-EL CERRO,07. LA CIUDADELA
5845,2013-05-15,3,Bucaramanga,1,,0,,11,"('MOTO',)",Universidad,03. SAN FRANCISCO
5846,2013-05-15,3,Bucaramanga,1,,0,,18,"('CAMION', 'MOTO')",Modelo,03. SAN FRANCISCO
5847,2013-05-15,3,Bucaramanga,1,,0,,22,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
5848,2013-05-15,3,Bucaramanga,0,,0,,14,"('CAMIONETA', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5849,2013-05-15,3,Bucaramanga,1,,0,,14,"('PEATON', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5850,2013-05-15,3,Bucaramanga,0,,0,,21,"('AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5851,2013-05-15,3,Bucaramanga,0,,0,,3,"('AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5852,2013-05-16,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMPAERO')",Mejoras Públicas,13. ORIENTAL
5853,2013-05-16,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",Nuevo Sotomayor,12. CABECERA DEL LLANO
5854,2013-05-16,4,Bucaramanga,0,,0,,15,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5855,2013-05-16,4,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Alarcón,03. SAN FRANCISCO
5856,2013-05-16,4,Bucaramanga,0,,0,,15,"('AUTOMOVIL',)",Provenza,10. PROVENZA
5857,2013-05-16,4,Bucaramanga,0,,0,,17,"('AUTOMOVIL',)",ÁLVAREZ,13. ORIENTAL
5858,2013-05-16,4,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
5859,2013-05-16,4,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",ÁLVAREZ,13. ORIENTAL
5860,2013-05-16,4,Bucaramanga,0,,0,,18,"('AUTOMOVIL', 'MOTO')",El Prado,13. ORIENTAL
5861,2013-05-16,4,Bucaramanga,0,,0,,17,"('CAMIONETA', 'CAMION')",La Concordia,06. LA CONCORDIA
5862,2013-05-16,4,Bucaramanga,0,,0,,12,"('CAMIONETA', 'MOTO')",Galán,13. ORIENTAL
5863,2013-05-16,4,Bucaramanga,0,,0,,20,"('BUSETA',)",Antonia Santos Centro,13. ORIENTAL
5864,2013-05-17,5,Bucaramanga,0,,0,,7,"('AUTOMOVIL',)",San Francisco,03. SAN FRANCISCO
5865,2013-05-17,5,Bucaramanga,1,,0,,10,"('AUTOMOVIL', 'MOTO')",San Rafael,03. SAN FRANCISCO
5866,2013-05-17,5,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'MOTO')",Sotomayor,12. CABECERA DEL LLANO
5867,2013-05-17,5,Bucaramanga,0,,0,,10,"('CAMIONETA',)",Alarcón,03. SAN FRANCISCO
5868,2013-05-17,5,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'BUS')",Bucaramanga,08. SUROCCIDENTE
5869,2013-05-17,5,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",Sotomayor,12. CABECERA DEL LLANO
5870,2013-05-17,5,Bucaramanga,0,,0,,20,"('AUTOMOVIL',)",Comuneros,03. SAN FRANCISCO
5871,2013-05-17,5,Bucaramanga,1,,0,,14,"('AUTOMOVIL', 'MOTO')",Gómez Niño,06. LA CONCORDIA
5872,2013-05-17,5,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Cabecera del Llano,12. CABECERA DEL LLANO
5873,2013-05-17,5,Bucaramanga,0,,0,,18,"('BUSETA',)",ZONA INDUSTRIAL(NO BARRIO),04. OCCIDENTAL
5874,2013-05-17,5,Bucaramanga,1,,0,,1,"('MOTO',)",Sotomayor,12. CABECERA DEL LLANO
5875,2013-05-17,5,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMION')",La Concordia,06. LA CONCORDIA
5876,2013-05-17,5,Bucaramanga,1,,0,,15,"('PEATON', 'AUTOMOVIL')",Ciudadela Real de Minas,07. LA CIUDADELA
5877,2013-05-17,5,Bucaramanga,1,,0,,19,"('PEATON', 'MOTO')",La Ceiba,06. LA CONCORDIA
5878,2013-05-17,5,Bucaramanga,0,,0,,16,"('CAMPAERO', 'CAMIONETA')",Conucos,12. CABECERA DEL LLANO
5879,2013-05-17,5,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'CAMIONETA')",San Francisco,03. SAN FRANCISCO
5880,2013-05-17,5,Bucaramanga,1,,0,,18,"('AUTOMOVIL', 'MOTO')",La Aurora,13. ORIENTAL
5881,2013-05-17,5,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'CAMION')",Asturias,09. LA PEDREGOSA
5882,2013-05-17,5,Bucaramanga,0,,0,,12,"('BUS', 'MOTO')",Café Madrid,01. NORTE
5883,2013-05-17,5,Bucaramanga,0,,0,,15,"('AUTOMOVIL', 'CAMIONETA')",Sotomayor,12. CABECERA DEL LLANO
5884,2013-05-17,5,Bucaramanga,1,,0,,1,"('MOTO',)",Galán,13. ORIENTAL
5885,2013-05-18,6,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'CAMIONETA')",ÁLVAREZ,13. ORIENTAL
5886,2013-05-18,6,Bucaramanga,1,,0,,4,"('PEATON', 'AUTOMOVIL')",Cabecera del Llano,12. CABECERA DEL LLANO
5887,2013-05-18,6,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'CAMIONETA')",Real de Minas,07. LA CIUDADELA
5888,2013-05-18,6,Bucaramanga,1,,0,,22,"('AUTOMOVIL', 'MOTO')",La Ceiba,06. LA CONCORDIA
5889,2013-05-18,6,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMIONETA')",La Aurora,13. ORIENTAL
5890,2013-05-18,6,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Mejoras Públicas,13. ORIENTAL
5891,2013-05-18,6,Bucaramanga,1,,0,,1,"('AUTOMOVIL',)",Centro,15. CENTRO
5892,2013-05-18,6,Bucaramanga,1,,0,,23,"('AUTOMOVIL', 'MOTO')",San Francisco,03. SAN FRANCISCO
5893,2013-05-18,6,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",Girardot,04. OCCIDENTAL
5894,2013-05-19,7,Bucaramanga,1,,0,,12,"('AUTOMOVIL', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
5895,2013-05-19,7,Bucaramanga,0,,1,,11,"('CAMPAERO', 'MOTO')",Antonia Santos Sur,09. LA PEDREGOSA
5896,2013-05-19,7,Bucaramanga,0,,0,,15,"('AUTOMOVIL',)",El Prado,13. ORIENTAL
5897,2013-05-19,7,Bucaramanga,1,,0,,21,"('PEATON', 'MOTO')",La Concordia,06. LA CONCORDIA
5898,2013-05-19,7,Bucaramanga,0,,0,,14,"('AUTOMOVIL',)",ÁLVAREZ,13. ORIENTAL
5899,2013-05-19,7,Bucaramanga,1,,0,,20,"('CAMION', 'MOTO')",PREDIO URBANO PUENTE EL BUENO,08. SUROCCIDENTE
5900,2013-05-19,7,Bucaramanga,1,,0,,12,"('AUTOMOVIL', 'MOTO')",Comuneros,03. SAN FRANCISCO
5901,2013-05-20,1,Bucaramanga,0,,0,,16,"('AUTOMOVIL',)",Provenza,10. PROVENZA
5902,2013-05-20,1,Bucaramanga,0,,0,,18,"('AUTOMOVIL',)",Mejoras Públicas,13. ORIENTAL
5903,2013-05-20,1,Bucaramanga,0,,0,,13,"('AUTOMOVIL',)",Sotomayor,12. CABECERA DEL LLANO
5904,2013-05-20,1,Bucaramanga,1,,0,,10,"('PEATON', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
5905,2013-05-20,1,Bucaramanga,1,,0,,12,"('AUTOMOVIL', 'MOTO')",Alarcón,03. SAN FRANCISCO
5906,2013-05-20,1,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",Centro,15. CENTRO
5907,2013-05-21,2,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'BUS')",Quinta Dania,14. MORRORICO
5908,2013-05-21,2,Bucaramanga,0,,0,,19,"('AUTOMOVIL', 'CAMPAERO')",Centro,15. CENTRO
5909,2013-05-21,2,Bucaramanga,1,,0,,20,"('AUTOMOVIL', 'MOTO')",Campo Hermoso,05. GARCIA ROVIRA
5910,2013-05-21,2,Bucaramanga,1,,0,,15,"('BUSETA', 'CAMION')",Bucaramanga,08. SUROCCIDENTE
5911,2013-05-21,2,Bucaramanga,1,,0,,20,"('PEATON', 'AUTOMOVIL')",La Aurora,13. ORIENTAL
5912,2013-05-21,2,Bucaramanga,0,,0,,7,"('AUTOMOVIL', 'BUSETA')",Gómez Niño,06. LA CONCORDIA
5913,2013-05-21,2,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'BUSETA')",Ricaurte,06. LA CONCORDIA
5914,2013-05-21,2,Bucaramanga,0,,0,,11,"('CAMION', 'VOLQUETA')",ZONA INDUSTRIAL(NO BARRIO),04. OCCIDENTAL
5915,2013-05-21,2,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'MOTO')",Alarcón,03. SAN FRANCISCO
5916,2013-05-21,2,Bucaramanga,0,,0,,11,"('AUTOMOVIL', 'CAMIONETA')",Diamante II,10. PROVENZA
5917,2013-05-21,2,Bucaramanga,1,,0,,12,"('PEATON', 'BUS')",Ricaurte,06. LA CONCORDIA
5918,2013-05-21,2,Bucaramanga,1,,0,,8,"('AUTOMOVIL', 'MOTO')",Rio de Oro I,04. OCCIDENTAL
5919,2013-05-21,2,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
5920,2013-05-21,2,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMION')",Diamante II,10. PROVENZA
5921,2013-05-21,2,Bucaramanga,1,,0,,9,"('AUTOMOVIL', 'MOTO')",Norte Bajo,02. NORORIENTAL
5922,2013-05-21,2,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",Lagos del Cacique,16. LAGOS DEL CACIQUE
5923,2013-05-22,3,Bucaramanga,0,,0,,14,"('CAMION',)",Comuneros,03. SAN FRANCISCO
5924,2013-05-22,3,Bucaramanga,0,,0,,18,"('CAMIONETA', 'MOTO')",La Concordia,06. LA CONCORDIA
5925,2013-05-22,3,Bucaramanga,1,,0,,20,"('PEATON', 'MOTO')",La Ceiba,06. LA CONCORDIA
5926,2013-05-22,3,Bucaramanga,0,,0,,14,"('CAMIONETA', 'MICRO')",Ciudadela Real de Minas,07. LA CIUDADELA
5927,2013-05-22,3,Bucaramanga,1,,0,,17,"('MOTO',)",La Victoria,06. LA CONCORDIA
5928,2013-05-22,3,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'CAMPAERO')",Antonia Santos Centro,13. ORIENTAL
5929,2013-05-22,3,Bucaramanga,0,,0,,14,"('CAMIONETA',)",Mejoras Públicas,13. ORIENTAL
5930,2013-05-22,3,Bucaramanga,0,,0,,10,"('AUTOMOVIL', 'CAMION')",Centro,15. CENTRO
5931,2013-05-22,3,Bucaramanga,1,,0,,13,"('AUTOMOVIL', 'MOTO')",Antonia Santos Centro,13. ORIENTAL
5932,2013-05-22,3,Bucaramanga,0,,0,,17,"('AUTOMOVIL', 'MOTO')",San Miguel,06. LA CONCORDIA
5933,2013-05-22,3,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MICRO')",Cabecera del Llano,12. CABECERA DEL LLANO
5934,2013-05-22,3,Bucaramanga,1,,0,,8,"('MOTO',)",ZONA INDUSTRIAL DE CHIMITA,04. OCCIDENTAL
5935,2013-05-23,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5936,2013-05-23,4,Bucaramanga,1,,0,,17,"('CAMIONETA', 'MOTO')",La Pedregosa,09. LA PEDREGOSA
5937,2013-05-23,4,Bucaramanga,0,,0,,8,"('AUTOMOVIL',)",Ricaurte,06. LA CONCORDIA
5938,2013-05-23,4,Bucaramanga,1,,0,,13,"('BUSETA', 'MOTO')",Centro,15. CENTRO
5939,2013-05-23,4,Bucaramanga,0,,0,,4,"('AUTOMOVIL',)",Campo Hermoso,05. GARCIA ROVIRA
5940,2013-05-23,4,Bucaramanga,1,,0,,10,"('CAMIONETA', 'MOTO')",Cabecera del Llano,12. CABECERA DEL LLANO
5941,2013-05-23,4,Bucaramanga,1,,0,,9,"('MOTO',)",Ricaurte,06. LA CONCORDIA
5942,2013-05-23,4,Bucaramanga,0,,0,,13,"('AUTOMOVIL', 'VOLQUETA')",Modelo,03. SAN FRANCISCO
5943,2013-05-23,4,Bucaramanga,0,,0,,14,"('AUTOMOVIL',)",Diamante II,10. PROVENZA
5944,2013-05-23,4,Bucaramanga,0,,0,,8,"('AUTOMOVIL',)",Sotomayor,12. CABECERA DEL LLANO
5945,2013-05-23,4,Bucaramanga,0,,0,,12,"('AUTOMOVIL',)",Gómez Niño,06. LA CONCORDIA
5946,2013-05-23,4,Bucaramanga,0,,0,,9,"('AUTOMOVIL', 'CAMIONETA')",La Joya,05. GARCIA ROVIRA
5947,2013-05-24,5,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'CAMPAERO', 'CAMIONETA')",Diamante II,10. PROVENZA
5948,2013-05-24,5,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'CAMIONETA')",Diamante II,10. PROVENZA
5949,2013-05-24,5,Bucaramanga,1,,0,,17,"('AUTOMOVIL', 'MOTO')",Provenza,10. PROVENZA
5950,2013-05-24,5,Bucaramanga,1,,0,,12,"('CAMIONETA', 'MOTO')",Comuneros,03. SAN FRANCISCO
5951,2013-05-24,5,Bucaramanga,1,,0,,12,"('CAMIONETA', 'MOTO')",La Joya,05. GARCIA ROVIRA
5952,2013-05-24,5,Bucaramanga,0,,0,,8,"('AUTOMOVIL', 'CAMPAERO')",Centro,15. CENTRO
5953,2013-05-24,5,Bucaramanga,1,,0,,12,"('AUTOMOVIL', 'MOTO')",Norte Bajo,03. SAN FRANCISCO
5954,2013-05-24,5,Bucaramanga,0,,0,,9,"('AUTOMOVIL',)",Lagos del Cacique,16. LAGOS DEL CACIQUE
5955,2013-05-24,5,Bucaramanga,1,,0,,12,"('AUTOMOVIL', 'MOTO')",Gómez Niño,06. LA CONCORDIA
5956,2013-05-24,5,Bucaramanga,0,,0,,8,"('CAMIONETA', 'BUSETA')",Comuneros,03. SAN FRANCISCO
5957,2013-05-24,5,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMION')",LOS COLORADOS,01. NORTE
5958,2013-05-24,5,Bucaramanga,0,,0,,4,"('AUTOMOVIL', 'MOTO')",Centro,15. CENTRO
5959,2013-05-24,5,Bucaramanga,0,,0,,7,"('AUTOMOVIL', 'CAMION')",Diamante II,10. PROVENZA
5960,2013-05-24,5,Bucaramanga,0,,0,,9,"('CAMIONETA', 'MOTO')",El Prado,13. ORIENTAL
5961,2013-05-25,6,Bucaramanga,0,,0,,12,"('AUTOMOVIL', 'CAMPAERO')",Gómez Niño,06. LA CONCORDIA
5962,2013-05-25,6,Bucaramanga,0,,0,,13,"('AUTOMOVIL',)",Gómez Niño,06. LA CONCORDIA
5963,2013-05-25,6,Bucaramanga,0,,0,,16,"('AUTOMOVIL', 'MOTO')",Antonia Santos Sur,09. LA PEDREGOSA
5964,2013-05-25,6,Bucaramanga,0,,0,,16,"('CAMIONETA',)",Ciudadela Real de Minas,07. LA CIUDADELA
5965,2013-05-25,6,Bucaramanga,0,,0,,20,"('AUTOMOVIL', 'MOTO')",El Tejar,16. LAGOS DEL CACIQUE
5966,2013-05-25,6,Bucaramanga,0,,1,,6,"('MOTO',)",Mutis,17. MUTIS
5967,2013-05-25,6,Bucaramanga,1,,0,,12,"('CAMION', 'MOTO')",Miraflores,14. MORRORICO
5968,2013-05-25,6,Bucaramanga,1,,0,,7,"('MOTO',)",Lagos del Cacique,16. LAGOS DEL CACIQUE
5969,2013-05-25,6,Bucaramanga,0,,0,,11,"('CAMIONETA', 'BUSETA')",La Aurora,13. ORIENTAL
5970,2013-05-25,6,Bucaramanga,0,,0,,19,"('CAMPAERO', 'CAMION', 'MOTO')",Alarcón,03. SAN FRANCISCO
5971,2013-05-25,6,Bucaramanga,1,,0,,13,"('MOTO',)",Antonia Santos Centro,13. ORIENTAL
